"ter","waz","ageBaby","ageMon","birthWeight","birthLength","monBMI"
1,-1.11105263157895,90.1315789473684,29.4691420331651,3141.31578947368,49.9459459459459,22.440719159153
2,0.579736842105263,87.8684210526316,31.2447007930786,3333.42105263158,50.0945945945946,22.5038590567029
3,2.25710526315789,123.315789473684,31.3050468637347,3625.78947368421,51.9184210526316,23.0383754852709
