"","value.var","Freq"
"Q8N392",0.693666898538367,0.976
"A0A087WWU8",0.531282533576685,0.908
"P17858",0.414588321778244,0.826
"H3BVI7",-0.242415793752125,0.664
"P23396",0.0736896670407183,0.676
"P35579",0.022046377129932,0.434
