sample,group,P00709,P05814,P47710,P07498,P02788,P02768,P01876,P19835,P61769,P61626,P01591,P01833,P10451,P02647,P47989,S4R371,P22897,P10909,P08571,Q08431,Q6WN34,Q13410,P23280,P01859,P01034,P49327,H0YCU0,P02763,P01009,P01011,P04745,P25311,P15328,V9HW75,Q08380,P15291,P00738,Q16851,P07602,Q99541,P06733,P18065,P62937,P02649,P04406,F5GZD9,P02787,P01024,Q02818,D6RC73,P0C0L5,Q6X4U4,Q92876,P63104,P02750,P06858,P06727,P04075,O00391,O60664,P04004,Q12841,P19652,P25774,Q96KP4,P22079,P23528,P60174,Q9NP72,Q9BRK5,P50395,P04114,P20061,P43490,P00558,O75874,P00450,P05155,P60953,P02790,P53634,O00300,P14550,P04217,Q99497,P36871,Q9H173,P50591,P15311,P00747,P08697,Q14697,Q96S86,P02671,P49189,P07900,P01008,Q9BY76,Q14624,P01133,P31946,Q9HB40,P13639,P01042,P61224,Q6PCB0,P02748,P07237,Q14118,Q6UXI9,P02675,P51148,Q5T985,P02760,G3XAM2,P01023,P05067,P54802,Q02809,P17900,P36955,P02751,D6RHI9,P04003,P02766,Q5H9A7,A0A087X1J7,E7EU05,Q9NR31,P04066,A6NNI4,A0A0C4DGN4,Q9UHD0,P51149,P01019,S4R3V8,P16278,P02749,P62820,O00560,P27797,E9PJK1,P84077,P45877,P0C0L4,Q68D85,P02765,P63313,P61586,P28799,P18669,P04792,P08603,P19827,O00592,P14625,P30041,J3KS22,P08238,P23284,P30086,Q9H4G4,P07737,Q13228,P11021,A0A0C4DH38,O00299,P07858,Q15904,E9PNW4,P63000,P05090,P62258,Q9NZH0,O15498,Q9P2X0,P17066,P00441,P40925,P58499,P03950,Q14512,Q02487,P34096,P19875,Q16651,O14745,A0A075B7B8,X6R3G6,Q16555,P07195,P01861,P01877
1215,3,33.84931824,14.36677163,8.837474491,9.324181158,7.164940942,5.178249545,2.601322189,3.247785263,0.662111467,1.612617459,1.220158146,1.387292501,1.475232899,0.138892874,0.244061379,0.018368714,0.376721671,0.566376622,0.30526266,0.220612589,0.262970349,0.137131686,0.164290275,0.055066873,0.169728538,0.071515535,0.027555749,0.114283843,0.034277715,0.123779977,0.072086731,0.0182515,0.088663318,0.069037377,0.038359387,0.11983218,0.033168048,0.024762243,0.087357302,0.023749262,0.026368434,0.079179083,0.020956649,0.04670718,0.036000229,0.083930125,0.085274816,0.061724877,0.039817127,0.024563812,0.000932269,0.054373703,0.030853514,0.013982404,0.034209291,0.040031326,0.015480604,0.00807588,0.017842143,0.012253346,0.032977649,0.021194052,0.056720962,0.012113522,0.005659601,0.042075137,0.017937045,0.004749852,0.007122994,0.003384634,0.010341327,0.004353883,0.022743124,0.001393837,0.00141499,0.002038129,0.003192451,0.014248367,0.006204915,0.016617641,0.001217957,0.013325826,0.001850527,0.016274924,0.004223579,0.001926567,0.009200422,0.000544243,NA,0.009289671,0.004494302,0.008781247,0.005817275,0.004585336,0.003925188,0.004088515,0.005751826,0.007108416,0.002873087,0.002144901,NA,0.007005185,0.000868932,0.004720103,0.0032698,0.006452433,0.000977906,0.000761089,0.005029798,0.002901111,0.004693625,0.003397129,0.000890798,0.001879235,0.004855762,0.002549171,0.001577632,0.003608948,0.003030612,0.006242697,0.005557262,0.00090722,0.00048748,0.00040067,0.021392186,0.074624389,0.031493134,0.039692178,0.000734879,0.022084761,0.04458602,0.016176154,0.011248398,0.000336351,0.002882993,0.001345583,0.001260618,0.027187744,0.005626876,0.001579327,NA,0.130476657,0.010836958,0.003758887,0.060130288,0.000375204,0.052734489,0.027783037,0.003913586,0.015655533,0.000943753,0.000585535,0.001704485,0.000454666,0.002682569,0.000245287,0.004496682,0.000885711,0.000935542,0.108812855,0.003973383,0.007864954,0.005030393,0.000660535,0.002499905,0.023592778,0.003166866,0.004446107,0.001879711,0.11175511,0.004191746,0.008203804,0.002009807,0.006972162,NA,0.003417954,0.000269923,0.011903191,0.001614105,0.005364186,0.005139872,0.029999695,0.001397556,0.023939066,0.01569986,0.006152853,0.001785583,0.006089188,0.001456639,0.002179857,0.005424578,0.004021875,0.660772726
1235,1,30.21421766,23.12831656,5.088921266,7.502167493,7.126299626,6.412700099,2.563076273,3.40284847,1.589051701,0.494219383,1.301478848,1.422286594,0.873868551,0.178024983,0.278003251,0.046244998,0.331688041,0.975963701,0.18858031,0.170074554,0.200286186,0.119343704,0.236366916,0.046768563,0.093146069,0.016115779,0.043578696,0.148682728,0.030309235,0.432652032,0.202464475,0.011864885,0.057786049,0.058086614,0.054967848,0.089006028,0.032409312,0.018913943,0.062052133,0.027865286,0.032373761,0.028939887,0.01299669,0.037409033,0.010538521,0.026778404,0.062365625,0.088986637,0.025910321,0.01786455,0.007433328,0.04270932,0.007821154,0.008677603,0.04396329,0.053839921,0.036206773,0.002621282,0.008146928,0.008382532,0.025834048,0.019792045,0.029451494,0.026882471,0.004228271,0.017006163,0.011473504,0.001717002,0.005901416,0.005142894,0.008845014,0.000678146,0.006619864,0.000126325,0.000148098,0.000845751,0.007723551,0.018508341,0.00498033,0.017231425,0.004240875,0.013233587,NA,0.01343461,0.000687906,0.001803261,0.012695479,0.002523453,0.001012516,0.007673457,0.002590289,0.004865598,0.010798687,0.008600038,0.00032091,0.000570169,0.00429097,0.003928352,0.001809434,0.002090349,0.000551553,0.012056212,0.000148734,0.005373327,0.001713221,0.007011568,0.001901898,0.000960709,0.003893771,0.002528818,0.011474474,0.001069527,0.001386219,0.009258372,0.017467675,0.005373004,0.003340796,0.002906108,0.001930759,0.005879763,0.009206016,0.003865008,0.005555282,0.009553766,0.025706712,0.066434565,0.01635914,0.019069396,0.002073414,0.005405969,0.049486576,0.007396162,NA,0.002919424,0.004493285,0.002054766,0.00090845,0.029613088,0.004370797,0.003921889,0.000618873,0.131621623,0.012598199,0.004484559,0.199665665,0.000299857,0.052311241,NA,0.002265711,0.014805574,NA,NA,0.002346928,0.000288336,0.002339333,9.03E-05,0.000471919,NA,NA,0.053578138,0.002844218,0.004410549,NA,0.003851757,0.001710603,0.011671295,0.001356356,0.007071034,0.001565718,0.075519385,0.002872012,0.002278574,0.001654465,0.004046316,0.000256143,0.015044087,0.0004099,0.010159098,0.000832339,0.005740792,0.001420412,NA,0.001833576,0.010192386,0.010746331,0.007488594,0.000400333,0.015714056,0.007886761,NA,0.003789058,0.039829713,0.004344296
1243,1,17.63028268,27.72606689,8.971805659,10.08956093,7.308025183,3.592726809,3.065100866,2.337599392,0.782969842,0.177647597,1.230775451,1.678121078,0.838140576,0.054486172,0.317766107,0.018470696,0.311326364,0.838411153,0.308891168,0.351128301,0.427377014,0.106883487,0.300882076,0.044699388,0.076873747,0.118220681,0.109467502,0.280209963,0.078570267,0.170488118,0.300584441,0.013300774,0.029966448,0.025165322,0.046474375,0.171878886,0.057329941,0.119987551,0.082783158,0.03832729,0.172528272,0.06809351,0.045570647,0.047102115,0.098831104,0.011895124,0.084655553,0.050549271,0.029376589,0.01346312,0.00522485,0.031982249,0.020102007,0.041644569,0.061964932,0.082163535,0.015409383,0.019757021,0.017460901,0.008964771,0.014666648,0.014361166,0.045348773,0.004216678,0.019817089,0.007025001,0.048192542,0.021796904,0.012815087,0.011238974,0.014288381,0.000564424,0.01121841,0.003851399,0.009162022,0.008565669,0.013209318,0.015995183,0.005518156,0.013421181,0.008885221,0.003005033,0.007621354,0.032342117,0.006468423,0.01096082,0.018601114,0.004171221,0.012232263,0.006658369,0.001119947,0.008490178,0.015875047,0.007349153,0.008105958,0.025891281,0.004144164,0.003221765,0.002245549,0.002275691,0.010182369,0.007297743,0.00973321,0.007997998,0.004012122,0.010109854,0.011308783,0.002431409,0.00467693,0.003011527,0.005802803,0.00368797,NA,0.000972293,0.006831268,0.002293144,0.006277937,0.000998079,0.004077872,0.003351913,0.003653607,0.000359868,0.011610747,0.000854619,0.001077629,0.051461117,0.007706586,0.052332376,0.001100736,0.00089994,0.032756101,0.031516856,NA,0.004980248,0.004084366,0.001821744,0.00019809,0.010814438,0.005902105,0.018898208,0.00300368,0.10217544,0.014521619,0.011405379,0.069587098,NA,0.040643432,0.046436495,0.012390551,0.004649602,0.004003463,0.000398073,0.001585908,NA,0.002805617,0.001188295,0.009638779,0.001504275,0.008218518,0.061707883,0.013969912,0.006257644,0.022847286,0.031541208,0.004027815,0.010375291,0.009453163,0.007871638,0.000925672,0.080656419,0.014286487,0.033638183,0.007026084,0.011151036,NA,0.02304129,0.001063802,0.020294929,0.010708642,0.001508794,NA,NA,0.001961767,0.005337951,0.011467071,0.016986308,0.010336328,0.010996807,0.004656908,0.005915363,0.016711943,0.00103228,0.294550565
1251,1,22.7999594,21.16490151,9.358169045,12.20414057,6.970605557,3.502175101,3.28517107,2.556572249,0.715516281,0.114537116,1.658445519,1.524349487,0.822850213,0.048953098,0.344351133,0.012397523,0.368699193,0.556215595,0.247169149,0.358108566,0.38754428,0.139401728,0.179817431,0.060755937,0.11547937,0.096844538,0.270917592,0.300249477,0.086734123,0.094684881,0.413345955,0.008210072,0.04652608,0.019982541,0.06662491,0.176632456,0.070232991,0.080148726,0.076592559,0.034962049,0.132351693,0.110103588,0.055385347,0.039821278,0.064382189,0.025140021,0.071564607,0.047450164,0.030863372,0.021481582,0.002823908,0.03215086,0.034037965,0.02899963,0.045960208,0.072187585,0.01236897,0.013082021,0.020687804,0.006560738,0.024739757,0.005774488,0.067818951,0.00870534,0.017481024,0.007606043,0.04366038,0.02053803,0.018474934,0.012081362,0.021172948,3.88E-05,0.010237606,0.004239625,0.007390597,0.007315061,0.020039128,0.017091144,0.009020723,0.013951335,0.004568506,0.004885446,0.010755197,0.036140516,0.008921046,0.011149491,0.017398739,0.003948902,0.008849144,0.00496851,0.000814388,0.011132618,0.019110891,0.001985042,0.003803281,0.018509717,0.004197574,0.004630285,0.00228228,0.002136867,0.002973163,0.005599535,0.008151149,0.009326761,0.006715444,0.008946225,0.00787003,0.002422165,0.005009782,0.002521893,0.001792749,0.00840034,0.000182265,0.001359779,0.005960862,0.004394851,0.0042674,0.000784693,0.00303001,0.003028452,0.004756438,0.000785731,0.001741457,0.000289477,0.004992391,0.062450957,0.00829054,0.04847029,0.000789755,NA,0.05056765,0.040431277,0.000755257,0.002794835,0.00374332,0.000938542,0.001174989,0.019185389,0.006990593,0.043008849,0.000349646,0.159552473,0.006622776,0.018953848,0.058030408,NA,0.039621406,0.048563737,0.013440233,0.003358631,0.002742401,0.000346609,0.001984834,0.000150688,0.001937618,0.001795189,0.013018944,0.000557591,0.005867156,0.119027749,0.014127845,0.015939154,0.026141718,0.033495455,0.005488177,0.014440113,0.007079886,0.010953512,0.000821526,0.11897843,0.007894949,0.011543005,0.007709094,0.019997077,0.000325039,0.006422644,0.000726289,0.02308004,0.007890017,0.002723712,0.000949964,NA,0.001710516,0.002972384,0.014765619,0.006423942,0.006102849,0.00732129,0.003258175,0.003472324,0.01053404,0.002437428,0.486104604
1259,1,23.64838021,19.7171192,8.656021932,11.93082316,8.406933769,8.088284196,2.440897383,4.099541305,1.437380322,1.179336649,0.816451017,1.615115973,1.674722187,0.343941602,0.578900884,0.085489723,0.418493106,0.866768492,0.240615833,0.157604495,0.207251348,0.195171822,0.262850492,0.073385205,0.106183202,0.052633412,0.037340732,0.156071645,0.045556476,0.288246655,0.158108503,0.002508459,0.081603448,0.082382369,0.067341276,0.13464923,0.017042545,0.033565671,0.087264164,0.029565265,0.069065733,0.031269728,0.021386177,0.062242883,0.034784454,0.071573276,0.082957188,0.078458606,0.04093085,0.008001228,0.003984036,0.098718887,0.039483806,0.022433346,0.03826669,0.083319574,0.027924949,0.010186373,0.01319001,0.011892502,0.043698728,0.022179676,0.05042994,0.022315883,0.017819801,0.060247679,0.016074101,0.009471598,0.008581879,0.004931779,0.022288392,0.002621715,0.051025585,NA,0.000339056,0.004386534,0.008428594,0.017119188,0.005860236,0.055744931,0.004732259,0.018387538,0.005839826,0.015114403,0.001711752,0.004598134,0.010539595,0.003367022,0.0035423,0.005064237,0.001689717,0.007577612,0.007060275,0.008612286,0.004751419,0.003456911,0.004147651,0.010570002,0.001788853,0.004434436,0.000790001,0.020405652,8.82E-05,0.005419958,0.005271255,0.008902194,0.002974687,0.001445211,0.002410657,0.004422356,0.011521785,0.003390473,0.001038506,0.004889709,0.011149403,0.002646291,0.000479307,0.003218361,0.003683839,0.006013105,0.007221058,0.003195743,0.001463247,0.018559567,0.027669196,0.086851794,0.022701595,0.025027112,0.004833477,0.029678147,0.032062395,0.024543931,0.018737845,0.003542259,0.004635206,0.000834404,0.001201246,0.015598417,0.005502432,0.01028051,0.00039675,0.173207911,0.018069305,0.002076679,0.10469617,0.001001143,0.046647798,0.030463732,0.007406416,0.018126371,0.001191708,0.0024077,0.002701107,NA,0.00340072,NA,0.004979264,0.00211096,0.000318775,0.065271096,0.021747729,0.002812322,0.009639462,0.00129001,0.00077309,NA,0.001868036,0.004270737,0.00145979,0.139014521,0.008993832,0.005535755,0.002953694,0.01350491,0.00284906,0.029364495,0.000380413,0.019330158,0.00644172,0.009891049,0.03077655,0.013927277,0.001395519,0.052541774,0.013757747,0.008622699,0.001659435,NA,0.004674777,0.001407556,0.016952574,0.015545517,0.139285269
1270,1,27.52736866,16.54716233,8.240709009,9.449497466,7.28809665,6.691863783,3.373589842,5.393300339,1.852719953,0.412130666,1.150978807,1.880559267,1.207836299,0.114313483,0.533390376,0.033579472,0.43643339,0.621261044,0.205090504,0.363316651,0.275981005,0.193995585,0.218493275,0.038994536,0.192893801,0.020003953,0.093991691,0.163930033,0.029179138,0.156639215,0.17004652,0.016444238,0.074898637,0.050201447,0.106179325,0.148409842,0.084764817,0.018442865,0.055905333,0.042509363,0.060239923,0.061663627,0.027796694,0.047399379,0.029882375,0.048029618,0.049498663,0.083640363,0.043750344,0.027352353,0.000909901,0.05606856,0.028944272,0.011183787,0.059237889,0.055111867,0.05113547,0.001792779,0.022983303,0.021638039,0.02729749,0.008419806,0.046882493,0.018285533,0.007315755,0.008477842,0.013714716,0.004666486,0.006393067,0.006977058,0.010433395,0.001237988,0.002959627,NA,0.001485549,0.001046921,0.00720603,0.026103664,0.005426853,0.017025509,0.004364062,0.005875728,0.00147639,0.009641743,NA,0.003027911,0.019984456,0.004475011,0.002077067,0.007197868,0.002932559,0.009387834,0.01034362,0.006495538,0.001330438,0.001216768,0.005811797,0.004207636,0.001865506,0.0040114,NA,0.005585999,NA,0.006527276,0.001257031,0.004281405,0.005200602,0.000641075,0.002729069,0.003041196,0.004212714,0.005624539,0.001242023,0.001153881,0.013885198,0.002614901,0.001303642,0.00255963,0.002926755,0.004180658,0.005474007,0.002666771,0.001260568,0.012435196,0.006997008,0.068668797,0.0311492,0.024760667,0.001880015,0.001929074,0.065925672,0.018294601,0.004504664,0.001711664,0.006133717,0.001049415,0.001298246,0.019833018,0.005704792,0.012223454,0.000278452,0.12158163,0.018483672,0.008436582,0.113121017,0.00025662,0.05980465,NA,0.005179291,0.009760989,NA,NA,0.001958092,0.001627557,0.000351038,0.000188333,0.001187841,NA,NA,0.072486501,0.002595404,0.005566503,0.001543268,0.002863097,0.001577047,0.010881817,0.000563043,0.004430169,0.000577507,0.0597049,0.01292125,0.004845582,0.001115114,0.014770706,NA,0.018845946,0.000315985,0.013332039,0.001233409,0.009399622,0.00174236,0.005880715,0.002496515,0.009770511,0.014384855,0.008355875,0.000834771,0.009931925,NA,0.000216317,0.00290948,0.001194098,0.001250955
1272,3,33.5258748,16.77159964,9.22001102,8.033661005,5.946061598,5.175875636,3.256361312,3.136973073,0.938647664,1.757266836,1.199192725,1.334398964,1.532048643,0.160725947,0.444636453,0.047115043,0.283846481,0.34647823,0.22318445,0.214883766,0.152617339,0.202971306,0.187605249,0.040222915,0.147661032,0.164209673,0.028770683,0.090644674,0.017687537,0.008596706,0.152978893,0.014542768,0.038343586,0.081801658,0.04432053,0.081843086,0.011558439,0.073794737,0.063509271,0.048452041,0.085650705,0.07390019,0.053995874,0.062477335,0.067215202,0.063162781,0.051374605,0.018662981,0.039778504,0.018107467,0.00021914,0.093706586,0.028262624,0.027338777,0.049623326,0.04830516,0.017485293,0.023467133,0.013737933,0.026197998,0.016779132,0.011834124,0.016468798,0.02823852,0.017405073,0.020515946,0.026878172,0.011289909,0.006236435,0.007218281,0.016987779,0.002604095,0.045631164,0.003276925,0.006613054,0.005937023,0.002624395,0.008832847,0.002288413,0.011541491,0.002158893,0.005663974,0.009582319,0.0119972,0.002170267,0.00906861,0.008692368,0.002693015,0.004863282,0.004286301,0.001331424,0.005450808,0.007865689,0.00282227,0.010296388,0.009094973,0.003002897,0.003758169,0.000715049,0.001699908,0.006004061,0.004604545,0.004911112,0.003175765,0.003622661,0.00142765,0.000416202,0.002262125,0.003198626,0.002179984,0.002184692,0.004619609,0.000242904,0.000691586,0.002001467,0.000651928,NA,0.003007943,0.003426668,0.003460489,0.001329051,0.000947122,0.001205784,NA,0.002150608,0.043774432,0.027179844,0.014035839,0.007167061,0.016469175,0.041243552,0.01737871,0.021600986,0.001087751,0.00051111,0.001843889,0.001052123,0.007659678,0.008859963,0.002041313,0.001242466,0.078268971,0.021839762,0.002096827,0.017951171,0.00121825,0.02381174,0.052967704,0.007407344,0.014240343,0.001696066,0.003020146,0.000954428,0.000123026,0.003412131,0.001069485,0.016721509,0.00222209,0.005878647,0.062853954,0.005633468,0.005497885,0.013993281,0.00403359,0.002487908,NA,0.007590757,0.001827544,0.000871007,0.046738424,0.0103107,0.00637729,0.004549935,0.007715795,NA,0.014440328,0.000734595,0.014861764,0.005929114,0.002208419,0.023710429,0.033809092,0.001852062,0.027715019,0.01669251,0.001670305,0.005219563,0.005207135,0.007422032,0.004525078,0.012620504,0.00197789,0.085051881
129,1,16.24431331,32.10776008,3.757660224,10.65673777,9.800101615,3.933042786,4.409857593,1.856379472,1.110282405,1.300882905,1.325758382,1.669207189,0.30790405,0.156067486,0.142630548,0.008024118,0.049107117,1.580240778,0.45632912,0.184157961,0.069020041,0.074195812,0.04623076,0.052079632,0.010686003,0.012270926,0.036552736,0.053509449,0.037382615,1.316895187,0.047940687,0.008503232,0.013814878,0.047869615,0.013517627,0.07740663,0.023172238,0.009064707,0.115522549,0.009642069,0.031514093,0.021475271,0.004927853,0.011172225,0.012926468,NA,0.012016318,0.092795979,0.019356047,0.016464221,0.00687023,0.008161247,0.008277472,0.000456622,0.050925745,0.051230939,0.011159682,0.000451521,0.025110853,0.004704601,0.014873027,0.001327431,0.004748917,0.005411148,0.001416104,NA,0.002565059,0.000847773,0.001450303,0.008859432,0.002570159,0.00047648,0.150996233,0.000194326,0.000254424,0.000860817,0.00373985,0.014986743,NA,0.005202528,0.007863995,NA,0.000519124,0.009102334,0.000773105,0.001577816,0.012791012,0.008062999,NA,0.001072656,0.002122108,0.00354139,0.002222028,0.001564688,NA,0.000648727,0.000792336,0.000206191,0.000598433,0.003867154,0.001505405,0.008758258,NA,0.000138701,0.002092634,0.008522046,NA,0.000381377,0.001041091,0.000490904,0.000905342,NA,0.000365636,NA,0.006090102,0.00013059,0.002631784,0.000856385,0.003182807,0.001446164,0.003168801,4.25E-05,0.004272311,0.000888201,0.02231811,0.030391561,0.004348401,0.02018509,0.001084069,0.001934392,0.049278528,0.08073869,0.003392221,0.000641662,0.001816119,NA,0.000537478,0.003522953,NA,0.003178417,0.00027746,0.020624906,0.005338821,0.007799194,0.196369939,NA,0.012056036,NA,0.000550187,0.001405862,0.000655166,NA,0.000163125,0.000136359,0.003575379,0.000173359,NA,NA,0.000370214,0.01691407,0.00129712,0.001193312,0.001279812,NA,0.001061033,0.016360956,NA,0.006616041,0.001997898,0.096424873,0.001086578,0.002798846,NA,0.001554947,NA,0.002227965,0.00048689,NA,NA,0.004660285,NA,NA,0.001282111,0.007233538,0.001127089,0.011382516,NA,0.003199321,0.003025861,0.000146121,NA,0.002608664,0.286143234
1290,3,21.79457608,12.89892873,5.752641325,11.06994331,9.578665972,5.607394834,4.607074648,2.155089808,1.244878465,4.13092224,2.454145531,2.216749545,0.784211013,0.101304426,0.277224735,0.059979198,0.109266975,1.317181608,0.584707155,0.259831168,0.04857955,0.167005456,0.124859966,0.067209513,0.070098437,0.072239123,0.017042655,0.1109075,0.020499362,1.141845486,0.134499051,0.022654051,0.059635088,0.053325068,0.070514571,0.168778023,0.012267127,0.021656532,0.108734804,0.032386766,0.056442066,0.023209829,0.018361477,0.022485197,0.073175422,NA,0.104465438,0.12918535,0.02264925,0.028268648,0.019019688,0.023611158,0.073267452,0.029500643,0.118485925,0.086283618,0.004490637,0.014657892,0.045382526,0.00862196,0.027334749,0.001641525,0.032330749,0.020761045,0.006066342,0.004766326,0.018229435,0.010024409,0.00418774,0.004890365,0.005007203,0.000743318,0.296062765,0.001231274,0.005006803,0.004208947,0.006569303,0.006229194,0.005546575,0.029695905,0.002539013,0.00293734,0.009078506,0.00762164,0.002108715,0.00506002,0.01452745,0.018483916,0.004221351,0.008799617,0.002651729,0.011610516,0.005286892,0.001112356,0.005520567,0.00415413,0.004861956,0.001378921,0.000377485,0.006261204,0.00424896,0.01915173,0.000746399,0.003633483,0.001129602,0.005729434,0.000645527,0.002980994,0.006491278,0.001214469,0.002157331,0.001072303,NA,0.002177377,0.009888365,6.59E-05,0.000636804,0.000980514,0.008132603,0.001735996,0.004242958,NA,0.005992318,0.00481074,0.028765607,0.051688545,0.007625641,0.076748566,0.00084415,0.01293374,0.089688708,0.134086919,0.007693663,NA,0.001567822,0.000466149,0.001364837,0.015396128,0.005242078,0.017911733,0.001337508,0.162323957,0.012032651,0.004760724,0.580985964,NA,0.057106279,NA,0.004554258,0.011398048,0.006365638,0.002739077,0.000424016,NA,0.015506163,0.001034051,0.012167495,0.002057098,0.001122439,0.065737041,0.008494719,0.002290373,0.006366438,0.003505282,0.003385084,0.01227753,0.006955826,0.021347633,0.003432179,0.149011696,0.006052737,0.003239637,0.004379402,0.014705907,0.000846711,0.02511924,0.000688901,0.023570745,0.001233195,0.013259044,NA,0.026895409,0.002173456,0.010608996,0.005538973,0.020476554,0.007285932,0.019423017,0.017531612,0.001472471,0.016976634,0.011114358,0.914812816
1291,1,32.02550177,15.03675291,7.671015188,8.219663404,6.415082811,6.411213642,2.972760208,3.770621624,1.17262916,2.014637798,1.305032136,1.624006459,1.132621949,0.139870473,0.374756137,0.028027876,0.242612396,0.711656322,0.330171699,0.194921014,0.196159149,0.15451141,0.195543951,0.052129319,0.098276902,0.247069679,0.100818946,0.076744974,0.029799182,0.128595713,0.077240228,0.011839271,0.050268248,0.046600276,0.050604866,0.069064673,0.042769798,0.11519678,0.059028048,0.018124737,0.155703114,0.054710055,0.049904547,0.041910843,0.109764466,0.075959533,0.040575979,0.02542702,0.025274188,0.014470307,0.000456717,0.057677708,0.079646851,0.041872151,0.040622409,0.045756797,0.036090451,0.032695642,0.013473608,0.015425218,0.030143538,0.020440435,0.031492717,0.015460427,0.019814016,0.0148727,0.030965736,0.014312444,0.003821308,0.002787427,0.015842701,0.000767488,0.048124729,0.008644498,0.014628942,0.018470254,0.004692142,0.010561285,0.004749792,0.033440457,0.000598328,0.009439613,0.020717467,0.009828464,0.007190464,0.017090508,0.010572505,0.004420526,0.004890243,0.006840691,0.000773834,0.005735657,0.008009568,0.003047474,0.014259437,0.019774938,0.005691548,0.006410053,0.001375761,0.002735116,0.005075576,0.004261503,0.009741795,0.005437344,0.003856711,0.005873012,0.001980705,0.002349476,0.004143493,0.001811932,0.001686339,0.002156868,0.000385172,0.001774246,0.005066677,0.001167793,0.000867545,0.001819013,0.000292935,0.002951402,0.004372935,0.002305948,0.003610786,0.011149398,0.016715586,0.071587372,0.026400116,0.022368055,0.001753624,0.01465061,0.043535894,0.029064426,0.02182908,0.002932173,0.002552027,0.0008121,0.000281521,0.012454082,0.005946913,0.00278851,0.001867377,0.071711185,0.026307643,0.003687551,0.06013463,0.000294943,0.049262264,0.077689052,0.007876081,0.011364524,0.00627734,0.013253453,0.000921211,0.0002198,0.003324468,0.00015371,0.031156873,0.005801433,0.007009774,0.020142896,0.010575214,0.002615984,0.014954727,0.006812833,0.002057005,0.009188503,0.008379847,0.001574945,0.002393623,0.063574322,0.006943224,0.005377759,0.006830245,0.002813583,0.00053263,0.014475723,0.000790781,0.032149315,0.010181719,0.00497846,0.005077124,0.020794464,0.002024427,0.019232867,0.013992464,0.002826119,0.001895351,0.006853847,0.00786873,0.00943497,0.017285901,0.007624585,0.827770094
1306,1,24.80154108,16.27302643,8.049783853,10.57181258,9.286154851,6.606714243,2.445271329,3.316385629,1.232588528,3.797829107,1.609269049,1.741655498,1.180016015,0.21018689,0.288461095,0.024120314,0.248653464,1.106926469,0.558812182,0.344644147,0.133253743,0.182639811,0.207955615,0.032204102,0.124038271,0.039139013,0.035221673,0.095398478,0.03974268,0.347414137,0.086672052,0.014602627,0.066082425,0.07310865,0.038241154,0.199886346,0.02099118,0.009041632,0.080020254,0.020112807,0.037298211,0.041725611,0.013533601,0.039941355,0.022722329,0.074251032,0.070178191,0.101821035,0.027076372,0.025558417,0.002256683,0.049699363,0.044529988,0.014102118,0.051594419,0.097266789,0.015797352,0.007112572,0.026475762,0.00786792,0.035297704,0.013441905,0.030427488,0.021819503,0.000925177,0.025150369,0.015495519,0.002986126,0.00488741,0.009085951,0.005360027,0.000358349,0.101095107,NA,0.00154703,0.001580881,0.006242222,0.011882305,0.005015784,0.037009367,0.004231782,0.003573479,0.002070157,0.014713426,NA,0.001428131,0.008036029,0.008308062,0.001722361,0.006837483,0.004117925,0.009167332,0.00678705,0.002413407,0.001291733,0.002458338,0.006420265,0.006782847,0.000774795,0.0027259,0.001591274,0.007670009,9.33E-05,0.004961913,0.00156174,0.009687708,0.002081008,0.001033608,0.002697398,0.00335635,0.004519861,0.002430294,0.000724439,0.002723378,0.007486234,0.001101578,0.002325035,0.001887185,0.00469905,0.004576789,0.005458983,0.001953206,0.011220946,0.002947767,0.018268184,0.089969296,0.02331377,0.049760494,0.000669459,0.013710499,0.035871188,0.036877554,0.016192028,0.000777699,0.004018588,0.001805766,0.000451948,0.024336183,0.00432386,0.00219047,0.000770745,0.098615488,0.010879377,0.00391543,0.072676913,5.84E-05,0.033546688,0.017687059,0.00403196,0.008013487,NA,NA,0.000492065,0.000306797,0.003561597,0.000181303,0.002016057,0.000783506,0.000475369,0.080578073,0.0028874,0.003435132,0.002850951,0.003312221,0.001262925,0.008338627,0.004314308,0.004855698,0.001937045,0.141097593,0.00269587,0.004711277,0.001542407,0.008202229,0.000595567,0.015531051,0.000476209,0.006667845,0.001008926,0.007970314,0.016375421,0.019749078,0.001799042,0.02483096,0.021437817,0.011514374,0.001689121,0.012310603,0.016493862,0.000170784,0.005543802,0.009006099,0.389632615
