sample,group,X12.0.10.0.12.0.TG,X12.0.12.0.12.0.TG,X12.0.10.0.14.0.TG,X12.0.14.0.12.0.TG,X12.0.16.0.10.0.TG,X10.0.18.1.10.0.TG,X10.0.12.0.16.1.TG,X12.0.16.0.12.0.TG,X16.0.10.0.14.0.TG,X12.0.18.0.10.0.TG,X18.1.10.0.12.0.TG,X18.2.12.0.10.0.TG,X14.0.12.0.16.0.TG,X12.0.18.1.12.0.TG,X18.2.12.0.12.0.TG,X18.2.14.0.10.0.TG,X18.0.14.0.12.0.TG,X16.0.10.0.18.0.TG,X18.1.16.0.10.0.TG,X18.1.14.0.12.0.TG,X18.2.16.0.10.0.TG,X18.2.14.0.12.0.TG,X16.0.14.0.16.0.TG,X16.0.12.0.18.0.TG,X14.0.18.0.14.0.TG,X18.1.16.0.12.0.TG,X18.1.10.0.18.1.TG,X18.1.12.0.16.1.TG,X18.1.16.1.12.0.TG,X10.0.18.1.18.2.TG,X16.0.16.0.16.0.TG,X18.0.14.0.16.0.TG,X18.1.16.0.14.0.TG,X18.1.14.0.16.1.TG,X18.1.12.0.18.1.TG,X18.2.16.0.14.0.TG,X18.1.12.0.18.2.TG,X18.2.12.0.18.2.TG,X18.1.15.0.16.0.TG,X16.0.18.0.16.0.TG,X16.0.18.1.16.0.TG,X18.1.16.0.16.1.TG,X18.1.14.0.18.1.TG,X16.0.18.2.16.0.TG,X18.2.14.0.18.1.TG,X18.2.16.0.16.1.TG,X18.2.14.0.18.2.TG,X18.1.16.0.17.0.TG,X18.1.17.1.16.0.TG,X18.1.15.0.18.1.TG,X18.0.16.0.18.0.TG,X18.0.16.0.18.1.TG,X18.1.16.0.18.1.TG,X18.1.16.0.18.2.TG,X18.2.16.0.18.2.TG,X18.2.16.1.18.2.TG,X18.2.16.0.18.3.TG,X18.0.18.1.18.0.TG,X20.0.16.0.18.1.TG,X18.1.18.0.18.1.TG,X18.1.20.1.16.0.TG,X18.1.18.1.18.1.TG,X18.1.18.0.18.2.TG,X18.1.18.2.18.1.TG,X18.2.18.1.18.2.TG,X18.2.18.2.18.2.TG,X16.0.LPI,X17.0.LPI,X18.2.LPI,X18.1.LPI,X18.0.LPI,X20.4.LPI,X22.6.LPI,X16.0.18.2.PI,X16.0.18.1.PI,X16.0.18.0.PI,X16.0.20.4.PI,X16.0.22.6.PI,X18.0.18.2.PI,X18.0.18.1.PI,X18.0.18.0.PI,X18.0.20.4.PI,X17.0.20.4.PI,X18.0.22.6.PI,X16.0.LPE,X18.2.LPE,X18.1.LPE,X18.0.LPE,X20.4.LPE,X22.6.LPE,X16.0.18.2.PE,X16.0.18.1.PE,X16.0.18.0.PE,X17.0.17.0.PE,X16.0.20.4.PE,X16.0.22.6.PE,X18.0.18.2.PE,X18.0.18.1.PE,X18.0.18.0.PE,X18.0.20.4.PE,X18.0.22.6.PE,X24.0.Cb,X24.1.Cb,X22.0.Cb,X22.1.Cb,X20.0.Cb,X18.0.Cb,X18.1.Cb,X16.0.Cb,X16.0.Ceramide,X17.0.Ceramide,X18.1.Ceramide,X18.0.Ceramide,X20.0.Ceramide,X22.1.Ceramide,X22.0.Ceramide,X24.1.Ceramide,X24.0.Ceramide,X16.0.LPC,X18.2.LPC,X18.1.LPC,X18.0.LPC,X20.3.LPC,X20.4.LPC,X20.5.LPC,X22.6.LPC,X16.0.18.2.PC,X16.0.18.1.PC,X16.0.18.0.PC,X16.0.20.5.PC,X16.0.20.4.PC,X16.0.20.3.PC,X16.0.22.6.PC,X18.0.18.2.PC,X18.0.18.1.PC,X18.0.18.0.PC,X18.0.20.4.PC,X18.0.20.3.PC,X18.0.22.6.PC,X19.0.19.0.PC,PC..O.16.0.18.2.,PC..O.16.0.20.4.,PC..O.18.1.20.4.,d18.1.14.0.SM,d18.1.16.1.SM,d18.1.16.0.SM,d18.1.17.0.SM,d18.1.18.1.SM,d18.1.18.0.SM,d18.1.20.0.SM,d18.1.21.0.SM,d18.1.22.1.SM,d18.1.22.0.SM,d18.2.23.0.SM,d18.1.23.0.SM,d18.1.24.2.SM,d18.1.24.1.SM,d18.1.24.0.SM
343,0,0.07053606,0.190778057,0.0568575,0.2334871,0.079218837,0.071400729,0.017581207,0.293906387,0.192444791,0.091494336,0.512216855,0.204294584,0.176013873,0.983689689,0.330511192,0.097566904,0.219849785,0.381146611,0.999907754,0.754751307,0.412080249,0.267302722,0.244388261,0.263584057,0.093113933,2.671929811,1.84985365,0.322085458,1.046065161,0.560060882,0.249621938,0.162951777,1.77351385,0.292389166,4.814084244,0.794471572,1.988591016,0.681777382,0.028044952,0.322483176,3.021008551,1.259293674,4.615372446,1.830866288,2.058191702,0.606785405,0.638779625,0.053585899,0.043513317,0.190526169,0.186653572,3.135345169,10.49003856,9.835129257,4.497235409,0.370231456,0.49259609,0.296273547,0.078156046,4.111080494,0.792851238,10.02662321,1.897896536,8.347442222,4.666560251,1.661917068,NA,NA,NA,0.002865312,NA,NA,NA,0.011268867,0.027125312,0.005144703,0.011241289,0.050296275,0.049135368,0.013268329,NA,0.003040585,NA,NA,NA,0.011991212,0.008422385,0.004545595,NA,NA,0.083821105,0.208661473,0.036948697,0.044189269,0.062716997,0.014992351,1.434390935,0.479858074,0.048739037,0.160944476,0.141039943,0.015151411,0.050940042,0.009723833,0.010479595,0.003879759,0.003926542,NA,0.00263873,0.006559377,NA,NA,0.001134803,0.000741098,0.000499042,0.003674167,0.027048952,0.007752748,0.012994054,0.020402898,0.007472142,0.010390309,NA,NA,NA,NA,0.391388329,0.564967479,0.228749235,0.00417925,0.125575751,0.385539603,0.021003807,1.295020963,0.390171671,0.062523535,0.084980397,0.085194561,0.019664091,0.020164895,0.015848091,0.026380521,0.020552431,0.037780878,0.012334436,0.257912635,0.010955558,0.019924538,0.298188612,0.472697507,0.024691309,0.302432125,0.936508215,0.014033592,0.028805711,0.110073484,1.171205099,0.226684759
344,0,0.037587748,0.108642248,0.037453685,0.14890294,0.06322136,0.030962845,0.012302202,0.219308773,0.126557632,0.076281312,0.302517256,0.149672348,0.151503439,0.455649442,0.194607777,0.063673512,0.282595083,0.521473799,0.678911007,0.404855188,0.31028378,0.167410368,0.42433187,0.385461775,0.168760995,2.109743516,0.873303116,0.152747482,0.89263824,0.34713293,0.785245864,0.342286659,2.038581598,0.206690148,2.687973649,1.101902241,1.282346748,0.554848122,0.043252557,0.961835003,4.988162311,1.102360222,3.766685399,3.2206888,1.844331047,0.599838509,0.746267519,0.088057252,0.069927867,0.17745514,0.409135228,4.690557942,10.82392251,9.658236013,5.90229235,0.549826985,0.599488778,0.353448071,0.095016898,3.526520172,0.472170065,8.833204092,1.998512426,7.968619269,5.275940906,2.335877871,0.00088823,NA,NA,0.004592658,NA,NA,NA,0.017139531,0.034043567,0.00930231,0.014011905,0.071863342,0.070204638,0.023876348,NA,0.005266641,NA,NA,NA,0.013151931,0.011287,0.006264331,NA,NA,0.08231665,0.155907278,0.032564099,0.035089573,0.0641358,0.009180468,1.449002346,0.444461358,0.041116743,0.133866109,0.057037252,0.017168785,0.030199602,0.013113395,0.010348312,0.0056245,0.005522477,NA,0.002372056,0.004873648,NA,NA,0.004264604,0.003290941,0.002087224,0.006824888,0.019172501,0.012677826,0.008534227,0.014124488,0.005518404,0.012043931,NA,NA,NA,NA,0.36601187,0.501361547,0.180876822,0.005379937,0.088304013,0.287761134,0.010402445,1.013167072,0.434204654,0.055987998,0.062294224,0.051234392,0.008955143,0.016802075,0.015214218,0.011866569,0.012417889,0.037270703,0.009739385,0.273522112,0.012604124,0.021313468,0.423515416,0.542114259,0.039835386,0.228628985,1.054896891,0.011449947,0.060121343,0.079174615,0.672318415,0.289534308
346,0,0.054334385,0.13838553,0.034953046,0.161585444,0.067017005,0.048503287,0.015144904,0.206917145,0.106562329,0.063368376,0.330113347,0.107491071,0.10709453,0.523255892,0.153062038,0.046828421,0.193705306,0.416480384,0.978488517,0.381917171,0.325290746,0.105649986,0.27516477,0.27516477,0.087855559,2.056261486,1.243269415,0.223557725,0.712500106,0.327996471,0.522674496,0.179331422,1.489222046,0.287538802,3.018858528,0.570893048,0.951103302,0.27331623,0.028473916,0.857871326,4.992248803,1.979725994,4.083184863,3.124255085,1.314579801,0.891815875,0.344782401,0.083553232,0.066370016,0.180866157,0.514013195,5.224359749,11.31976912,10.43202301,4.933289343,0.349284488,0.495348911,0.618873079,0.094320229,5.184183834,1.31750914,9.620156466,2.20077552,7.72473281,3.804413206,1.15836332,0.00264839,NA,NA,0.002728792,NA,NA,NA,0.009367483,0.022059041,0.004701061,0.003765576,0.034034086,0.033248533,0.011147336,NA,0.005358586,NA,NA,NA,0.010647975,0.00934563,0.004944968,NA,NA,0.066318284,0.223276524,0.046021287,0.054795034,0.0292993,0.010832844,0.807968397,0.365079345,0.037252009,0.155728442,0.082976749,0.009917309,0.046504977,0.008008348,0.015715646,0.004499527,0.005110253,NA,0.002056331,0.004767664,NA,NA,0.004056129,0.001861558,0.002341798,0.005371591,0.041696106,0.006864108,0.026128883,0.025392223,0.00988928,0.012539357,NA,NA,NA,NA,0.32794456,0.584137246,0.317595305,0.004586771,0.082435937,0.232359278,0.015346402,1.177852822,0.390328578,0.058674853,0.112322167,0.111527675,0.008582032,0.011508298,0.016510266,0.014200659,0.01721954,0.036884573,0.016319133,0.393361354,0.015704194,0.041211765,0.546838375,0.512947178,0.029256339,0.290437111,0.881928217,0.015528339,0.029010718,0.154435801,1.348645598,0.191988488
348,0,0.039183468,0.111841345,0.036487247,0.14876622,0.049404737,0.036047961,0.01235537,0.197874232,0.142653516,0.052632245,0.352738237,0.169854427,0.141826333,0.563943551,0.235960314,0.06933008,0.17965133,0.326356222,0.641672279,0.468079778,0.295245667,0.194151078,0.240847162,0.228272812,0.09575851,1.913462789,1.190025327,0.198551395,0.817941936,0.457503764,0.334023003,0.165675409,1.496041785,0.194433712,3.622781991,0.794353116,1.697466773,0.727556803,0.025933198,0.421664671,3.35143596,0.980311927,3.852453887,2.122289329,1.914722628,0.507847579,0.777046911,0.06065377,0.049317709,0.154598776,0.206122031,3.268203727,10.77385808,10.11020493,5.698034583,0.466073982,0.522567798,0.287044284,0.091633367,3.818637167,0.646230905,10.36764301,2.17244251,9.357285587,6.455015249,2.899974448,NA,NA,NA,0.003396504,NA,NA,NA,0.01187343,0.022496241,0.005809557,0.010429937,0.055477937,0.05419743,0.01739962,NA,0.001500786,NA,NA,NA,0.020031585,0.013998516,0.007559347,NA,NA,0.068002025,0.128933924,0.028905835,0.026558673,0.042585759,0.012830506,1.033234177,0.339633038,0.028611835,0.083330886,0.064788608,0.015535162,0.03762483,0.013705557,0.011517585,0.004922676,0.003395493,NA,0.003204807,0.005782709,NA,NA,0.002574999,0.002706209,0.00064628,0.007909823,0.022925848,0.010969975,0.012704484,0.02897479,0.008711628,0.00782141,NA,NA,NA,NA,0.364416608,0.476092253,0.15289519,0.007133377,0.090709063,0.286246785,0.015052375,1.081336709,0.398497215,0.049882511,0.058404942,0.076740152,0.015461954,0.02106483,0.013391453,0.015412557,0.018426167,0.042867357,0.011438886,0.239875443,0.009684243,0.0171024,0.236632101,0.475452,0.035110071,0.269107291,0.930572658,0.011352653,0.041653322,0.10199043,0.865168101,0.240186532
349,0,0.039163128,0.108975901,0.034386827,0.144375691,0.05938671,0.032630392,0.012078508,0.223330491,0.119916372,0.07068465,0.279729833,0.100357001,0.14077801,0.519321622,0.161908344,0.051503357,0.30020309,0.552849254,0.841884393,0.465407921,0.288254412,0.133927435,0.440908179,0.382325973,0.16464683,2.626347041,1.110406644,0.219627392,0.834338694,0.271071303,0.801754274,0.28652334,2.208115589,0.275566225,3.49622661,0.854986326,1.119172971,0.341553836,0.048302776,0.938678588,5.704294643,1.730200197,4.670882661,3.322247526,1.617743921,0.728476979,0.435375723,0.103265107,0.078938155,0.216410958,0.299256707,4.873792208,11.7991109,10.21110591,4.535186901,0.245812234,0.314018376,0.277313942,0.066865037,3.792189208,0.431888215,9.879475621,1.615049029,7.620046109,3.435195223,0.894252493,NA,NA,NA,0.003024805,NA,NA,NA,0.019172254,0.039286995,0.007840086,0.006661145,0.058584791,0.057232574,0.017931355,NA,0.006265027,NA,NA,NA,0.007018714,0.004688032,0.006839032,NA,NA,0.085283867,0.157059975,0.032697155,0.039148581,0.03886585,0.010825862,1.085874384,0.399967241,0.033295862,0.134936823,0.080224138,0.02564131,0.040887805,0.01112131,0.009564318,0.00437926,0.005065712,NA,0.001748493,0.006743534,NA,NA,0.005156638,0.002167759,0.001641044,0.008232414,0.024684495,0.016804914,0.012572771,0.012384155,0.004741855,0.008734057,NA,NA,NA,NA,0.348515468,0.517589557,0.230842167,0.003481339,0.081462857,0.195681281,0.013711034,0.978112315,0.419628768,0.06002069,0.071541281,0.059963941,0.012807724,0.016407133,0.011795468,0.012995645,0.01505403,0.043457867,0.013304172,0.373909507,0.014443404,0.029013,0.528029557,0.486165222,0.036339163,0.197072069,0.98507734,0.014514724,0.054264946,0.092181429,0.712231034,0.362910591
350,0,0.060714465,0.184731225,0.060489436,0.257030732,0.079650706,0.060603524,0.013217838,0.31943842,0.247633031,0.086821724,0.53086308,0.203859448,0.23092426,0.991385032,0.344608584,0.094908594,0.243125377,0.404225444,0.838664528,0.750384051,0.322829586,0.27469863,0.289236583,0.309131163,0.116918915,2.643756363,1.69604735,0.221064699,0.946985145,0.558826432,0.345623574,0.209910831,1.875653271,0.175109282,4.858888194,0.855038117,2.067745923,0.74089508,0.019823294,0.469184768,3.152037895,0.796727368,4.342817208,1.665290809,2.019592936,0.35180006,0.653157505,0.050921784,0.035527778,0.113556074,0.223477856,3.484797068,10.36257007,8.957714531,4.166020211,0.408922721,0.512829314,0.24174688,0.072663802,3.868998108,0.330084794,10.74614166,1.957953965,8.986905312,5.296828598,2.200268924,0.001197115,NA,NA,0.00285215,NA,NA,NA,0.020635644,0.039478673,0.009158221,0.012102837,0.057488942,0.056162019,0.020706663,NA,0.00607676,NA,NA,NA,0.006437665,0.006679327,0.007996142,NA,NA,0.073851058,0.112105096,0.024838962,0.027359215,0.043827404,0.010996875,1.221360577,0.350580865,0.034605577,0.116193462,0.07561125,0.018826096,0.025603275,0.010322348,0.008130323,0.004652833,0.003909974,NA,0.002817142,0.004091769,NA,NA,0.003867635,0.001622553,0.001242978,0.007300933,0.015301731,0.011403,0.006498202,0.006446112,0.00469346,0.008633856,NA,NA,NA,NA,0.312327692,0.390819,0.157436308,0.003193904,0.062720308,0.185109692,0.0124362,0.8658,0.401528769,0.050879077,0.054483692,0.052326,0.010377231,0.018590954,0.008456031,0.010059877,0.012561231,0.028763088,0.007899231,0.244799308,0.012166188,0.018294635,0.346718423,0.471265385,0.025317,0.160962577,0.969177692,0.0095718,0.044314812,0.065096077,0.500938846,0.282888692
355,0,0.03635513,0.103541979,0.033344027,0.130985747,0.047325853,0.035311697,0.009832481,0.187080842,0.117402773,0.056951481,0.333110186,0.12368538,0.122801487,0.577647721,0.179725461,0.051679299,0.183265616,0.321144626,0.668696005,0.48351865,0.230168777,0.146377766,0.251455554,0.260372418,0.097372151,2.006473113,1.25613623,0.175646168,0.64935856,0.364541557,0.353622181,0.203970161,1.666046056,0.180161906,3.823844534,0.643435378,1.327672857,0.42072009,0.029700995,0.481758199,3.547307148,0.943674658,4.185653725,1.792220822,1.503204413,0.383393045,0.427908595,0.06671006,0.044497213,0.162124627,0.289274976,4.02152842,11.6431775,9.653868772,3.754646004,0.376538292,0.496061857,0.578087834,0.109103901,6.011570665,1.571944491,11.71231184,2.512675897,9.461869672,4.639519792,1.738884683,0.001097565,NA,NA,0.003064944,NA,NA,NA,0.009899426,0.018960203,0.004451503,0.007400338,0.034718547,0.033917196,0.011064899,NA,0.002670318,NA,NA,NA,0.006355703,0.0069465,0.000952198,NA,NA,0.042820743,0.115178716,0.02324402,0.023627649,0.036908277,0.006767905,0.776655405,0.304122635,0.026294459,0.103077365,0.052136655,0.002791028,0.010942946,0.00129194,0.00207,0.000919876,0.00072633,NA,0.000651553,0.003276993,NA,NA,0.002209139,0.001373514,0.001060203,0.002344267,0.018987669,0.004259003,0.011529108,0.012072399,0.00450673,0.006238419,NA,NA,NA,NA,0.205944324,0.270811081,0.090681081,0.005933378,0.063627568,0.220944324,0.011097081,0.676,0.187165135,0.035334703,0.061128649,0.062895405,0.010882919,0.010182486,0.007844324,0.011934189,0.010823351,0.0141955,0.005365784,0.067732162,0.003124297,0.007366743,0.074357027,0.16859027,0.0094575,0.191630676,0.389986081,0.00555223,0.009913527,0.065500811,0.421444459,0.071226486
357,0,0.064298635,0.183114588,0.061780917,0.257969222,0.100438837,0.059871516,0.013913803,0.370171166,0.22033998,0.125373449,0.503124437,0.187742997,0.247568159,0.94409649,0.310025336,0.092095762,0.419090451,0.685784375,0.976061662,0.771824915,0.352905909,0.246323588,0.553300994,0.573061743,0.213169088,3.079679833,1.454777255,0.224114334,1.054222031,0.446090036,0.711399692,0.417115646,2.552641841,0.225092212,4.023141337,1.133099934,1.68144169,0.542188747,0.049864144,0.953240281,4.490617686,1.080427884,4.295359635,2.469172993,1.929568637,0.470562379,0.621530189,0.106902354,0.06672301,0.200704957,0.528200016,4.996701156,9.452585133,8.126036857,4.094196218,0.305669336,0.357065065,0.577963832,0.129689445,4.528907314,0.590727041,8.981235373,2.191982758,7.05672122,3.967389607,1.30180289,0.002624725,NA,NA,0.004129036,NA,NA,NA,0.005692295,0.017174557,0.005462148,0.006548523,0.039878693,0.038958239,0.012901057,NA,0.003786675,NA,NA,NA,0.010752014,0.009125175,0.006722809,NA,NA,0.0734475,0.127226591,0.026764977,0.032045782,0.066594886,0.010295114,1.403744318,0.477490909,0.040947375,0.141418636,0.050707125,0.01790775,0.025549145,0.012565636,0.01258513,0.005751041,0.004902402,NA,0.003380642,0.006080216,NA,NA,0.004870568,0.002323125,0.002135567,0.008339386,0.01812692,0.012439636,0.011045686,0.012559623,0.00682155,0.008785514,NA,NA,NA,NA,0.322090364,0.483678,0.194703273,0.004618045,0.092916,0.255924818,0.008990673,1.080938182,0.478742727,0.052745455,0.055191273,0.052129882,0.008919273,0.021807164,0.013901836,0.013170082,0.013254545,0.0543345,0.011062514,0.305693045,0.013231786,0.020746377,0.481380545,0.612645,0.036729491,0.221671227,1.182170455,0.013926723,0.053120986,0.086141864,0.59745,0.33759
359,0,0.010437365,0.026713212,0.009503739,0.035661365,0.019546718,0.019568217,0.007832633,0.05811589,0.030454962,0.028219735,0.178581395,0.079448776,0.036625185,0.193633745,0.073133617,0.028819848,0.114136658,0.25273117,0.55711572,0.152679822,0.225253827,0.054661595,0.228964979,0.226459207,0.070161635,1.3496388,0.785260204,0.126202533,0.495461795,0.256414946,0.574354986,0.206378402,1.33683617,0.186626922,2.195610849,0.56504691,0.821300816,0.297499312,0.04412962,0.946863218,5.191909475,1.644050987,3.742555093,3.117682055,1.346740092,0.753374408,0.435635667,0.142710679,0.096161442,0.235476606,0.478915,6.093729979,12.02094524,10.92458917,5.948069863,0.377315257,0.367024841,0.461184564,0.087946824,4.53011816,0.538620348,10.64132091,2.27062299,8.735258859,5.278870737,1.633084206,NA,NA,NA,0.00245082,NA,NA,NA,0.015541139,0.035831962,0.008641456,0.01071788,0.069100633,0.067505696,0.022984684,NA,0.004826316,NA,NA,NA,0.019231956,0.010375785,0.009684677,NA,NA,0.094742405,0.171379114,0.035219525,0.044531646,0.052201899,0.012347943,1.473417722,0.395222785,0.037454652,0.129847785,0.075095886,0.032339734,0.034871304,0.021238753,0.011003753,0.005479006,0.004956266,NA,0.002761571,0.003993766,NA,NA,0.003929968,0.003084873,0.001902171,0.009120823,0.016746741,0.017160633,0.010738747,0.019399348,0.004221494,0.011301873,NA,NA,NA,NA,0.422899747,0.467809114,0.204804051,0.003557023,0.09255038,0.238053165,0.014892456,1.105691139,0.484935949,0.066588354,0.058264304,0.052368608,0.011332557,0.020395139,0.013317975,0.00875281,0.012648304,0.02434319,0.011698861,0.290284051,0.012726089,0.021378,0.384436709,0.5076,0.032466759,0.217445696,1.326602532,0.010500709,0.057603544,0.081471646,0.514260759,0.420528608
382,0,0.024824194,0.068184953,0.022299634,0.086628717,0.033435645,0.029042063,0.006187222,0.108219338,0.070474545,0.039064542,0.248713552,0.103659171,0.0727687,0.38337349,0.140361858,0.043692407,0.126650171,0.233047724,0.520612072,0.307246469,0.20541821,0.108099914,0.202689716,0.198251256,0.080484092,1.449121367,0.997934887,0.117456053,0.538708213,0.361146956,0.383183325,0.188526196,1.428020612,0.161053378,2.946544751,0.725960301,1.25357046,0.473466261,0.035155501,0.643907725,3.639005511,0.9470238,3.788095202,2.133960297,1.788711171,0.472370908,0.628306554,0.075291815,0.050396879,0.165956603,0.45570481,4.448349546,10.57289319,9.37622022,5.196840646,0.64160292,0.709651714,0.726127647,0.163463154,5.930727042,1.513009342,10.62431392,3.019187942,8.889472807,5.990971448,2.885159353,0.002410264,NA,NA,0.004175857,NA,NA,NA,0.009636125,0.018681902,0.004305837,0.007703337,0.061103785,0.059693426,0.02078994,NA,0.005774432,NA,NA,NA,0.013006327,0.012204807,0.005086452,NA,NA,0.07524502,0.134570618,0.030858705,0.034268964,0.05837002,0.007504781,1.317325697,0.41372241,0.037813596,0.117216036,0.053296315,0.022783034,0.04886755,0.017667819,0.017164094,0.007384261,0.006636837,NA,0.003314599,0.003459353,NA,NA,0.004663088,0.004141434,0.001796074,0.008286424,0.025587072,0.009653934,0.011829735,0.01991143,0.007096345,0.013369679,NA,NA,NA,NA,0.374936414,0.511039841,0.207639203,0.00454053,0.086930677,0.250463904,0.012693371,1.007225498,0.461115538,0.065185817,0.062128446,0.065137769,0.009185785,0.020790502,0.011621163,0.013654566,0.014266327,0.051559721,0.008755243,0.262603984,0.010676474,0.020313359,0.426197689,0.643488048,0.044717773,0.238847809,1.169715538,0.010242394,0.061423865,0.086899482,0.918787649,0.329303187
389,0,0.089505362,0.261667502,0.085718664,0.341439177,0.117973123,0.072543362,0.015166023,0.451490289,0.299357691,0.124159829,0.574969856,0.203707344,0.296119022,1.27283943,0.398561382,0.112714174,0.350030843,0.551563753,0.962662604,1.004977444,0.332338375,0.316512738,0.401609126,0.398858378,0.169721117,3.182664282,1.710377984,0.249031035,1.124744563,0.515881821,0.430311655,0.279560088,2.402060145,0.226848272,5.132442149,1.037830843,2.101599326,0.696900802,0.034995306,0.486542872,3.53000802,0.798211749,4.871439353,1.7431536,2.198575548,0.33959356,0.674626112,0.065207564,0.04505993,0.166214444,0.240162172,3.466366048,9.889538093,8.111098556,3.593154998,0.427758905,0.527167664,0.332805083,0.078491765,4.166357022,0.660978445,9.626626038,1.912823096,7.827326076,4.262597825,1.626660507,0.001675942,NA,NA,0.002432392,NA,NA,NA,0.018183133,0.038013038,0.010203165,0.010131329,0.075133228,0.073399051,0.027817911,NA,0.009696709,NA,NA,NA,0.005719975,0.007386152,0.020134709,NA,NA,0.081018038,0.130976266,0.036510759,0.041147241,0.04460057,0.013104905,1.445791139,0.53096519,0.054168038,0.181216139,0.097182911,0.023071025,0.043363019,0.020995747,0.017450886,0.008241924,0.00815531,NA,0.00248022,0.006799304,NA,NA,0.005808006,0.003728165,0.00161188,0.013872848,0.030775633,0.020488513,0.012255519,0.008027316,0.006300259,0.017241778,NA,NA,NA,NA,0.358596456,0.545934177,0.259544304,0.003972653,0.084312911,0.240968101,0.01739119,1.134916456,0.561607595,0.064140253,0.077350886,0.062439494,0.015782785,0.022018633,0.012675038,0.01755319,0.018406481,0.040558089,0.010269,0.332001519,0.019909456,0.025211608,0.610575949,0.6768,0.046114291,0.262686076,1.380251899,0.019812658,0.065548861,0.090524051,0.952894937,0.375544177
394,0,0.025194452,0.091397332,0.035846746,0.158601142,0.056997286,0.022606914,0.010278116,0.271144549,0.174565443,0.076695172,0.283237588,0.111940615,0.243935582,0.626903165,0.227088676,0.067592277,0.43534942,0.733954471,0.709731182,0.701381404,0.258428625,0.247602936,0.662929259,0.567397969,0.287751827,2.974069097,1.016641361,0.234144313,1.134721519,0.268010033,0.860734175,0.473853657,2.83307542,0.307371574,3.760079451,1.342885518,1.524095063,0.552290972,0.049612718,0.97442363,4.922350774,1.182848095,4.817866913,2.933957415,2.227515539,0.542244447,0.780667091,0.070828002,0.054644166,0.15042848,0.413760554,4.704006296,10.28005097,8.854635106,4.289866206,0.370917706,0.469195047,0.432848951,0.097804038,4.120935748,0.583524502,8.815342031,1.888062062,6.924734849,3.470888366,1.205516032,0.001866722,NA,NA,0.002891421,NA,NA,NA,0.015399795,0.029654709,0.007870474,0.014435075,0.07451153,0.072791703,0.030282672,NA,0.00748555,NA,NA,NA,0.008526375,0.006677024,0.006645718,NA,NA,0.078241487,0.154662608,0.034295625,0.043353284,0.08092597,0.006621175,1.552209052,0.495242457,0.045403448,0.133132112,0.036552123,0.013224976,0.043527621,0.014249179,0.016143323,0.005884119,0.005707474,NA,0.004863944,0.003843815,NA,NA,0.004405474,0.002789176,0.002407497,0.007085916,0.026376013,0.008396606,0.008367091,0.009762284,0.005423263,0.013907017,NA,NA,NA,NA,0.346186552,0.567315517,0.219823448,0.006911897,0.092565,0.366760603,0.008729845,1.109617241,0.474434224,0.061521207,0.061572414,0.088476207,0.005444793,0.015185483,0.016044517,0.012148707,0.009099931,0.041772841,0.01283625,0.389763879,0.009512457,0.018751823,0.508228448,0.700988793,0.04177606,0.341894483,1.150917672,0.012750983,0.055801293,0.08990625,1.416368534,0.298442328
399,0,0.015051468,0.04509972,0.014097208,0.061291552,0.028247411,0.02125478,0.005343216,0.093179947,0.049983945,0.040419116,0.185207526,0.052456734,0.061951318,0.368117431,0.092571753,0.028984535,0.142378753,0.31376676,0.764866218,0.275351839,0.199660137,0.067658917,0.255611319,0.305765096,0.06433519,1.997543892,1.056417002,0.156914056,0.52992905,0.194949301,0.372669995,0.198160103,1.669279174,0.16722579,3.37304046,0.506312627,0.871389088,0.199741052,0.03069388,0.756401295,4.623697203,1.538757537,4.206675282,2.409613122,1.074902899,0.449103266,0.226212607,0.103432996,0.067541546,0.22213664,0.486706373,6.346913583,12.66430664,10.73195688,3.462651268,0.214772513,0.289772439,0.769845584,0.120411745,6.735748735,1.08717348,11.94763357,2.475989852,8.430689429,3.02425364,0.655782531,0.002086125,NA,NA,0.00430108,NA,NA,NA,0.015439886,0.030209318,0.008879261,0.008137784,0.043177301,0.04218071,0.01489696,NA,0.003318781,NA,NA,NA,0.011186915,0.006288688,0.00314471,NA,NA,0.052859943,0.072541477,0.019905852,0.0184695,0.029679943,0.004332102,0.839105114,0.244548295,0.0202825,0.090521591,0.023485313,0.013295148,0.021426278,0.011780284,0.009225614,0.005212932,0.005905534,NA,0.003403957,0.004889063,NA,NA,0.005182784,0.003740625,0.001817358,0.00777517,0.016576875,0.012705994,0.011655705,0.017844273,0.006833034,0.007119494,NA,NA,NA,NA,0.254082273,0.34307,0.12116,0.003896095,0.06351,0.156572955,0.008793273,0.642790909,0.328368409,0.044394091,0.046443636,0.039056727,0.003818564,0.013800273,0.007791955,0.015373636,0.018468,0.040039886,0.00770175,0.198567841,0.005771989,0.017005227,0.345119318,0.430370455,0.031338716,0.158087045,0.796870455,0.011650068,0.041503557,0.065915682,0.561240909,0.223245
