sample,group,X12.0.10.0.12.0.TG,X12.0.12.0.12.0.TG,X12.0.10.0.14.0.TG,X12.0.14.0.12.0.TG,X12.0.16.0.10.0.TG,X10.0.18.1.10.0.TG,X10.0.12.0.16.1.TG,X12.0.16.0.12.0.TG,X16.0.10.0.14.0.TG,X12.0.18.0.10.0.TG,X18.1.10.0.12.0.TG,X18.2.12.0.10.0.TG,X14.0.12.0.16.0.TG,X12.0.18.1.12.0.TG,X18.2.12.0.12.0.TG,X18.2.14.0.10.0.TG,X18.0.14.0.12.0.TG,X16.0.10.0.18.0.TG,X18.1.16.0.10.0.TG,X18.1.14.0.12.0.TG,X18.2.16.0.10.0.TG,X18.2.14.0.12.0.TG,X16.0.14.0.16.0.TG,X16.0.12.0.18.0.TG,X14.0.18.0.14.0.TG,X18.1.16.0.12.0.TG,X18.1.10.0.18.1.TG,X18.1.12.0.16.1.TG,X18.1.16.1.12.0.TG,X10.0.18.1.18.2.TG,X16.0.16.0.16.0.TG,X18.0.14.0.16.0.TG,X18.1.16.0.14.0.TG,X18.1.14.0.16.1.TG,X18.1.12.0.18.1.TG,X18.2.16.0.14.0.TG,X18.1.12.0.18.2.TG,X18.2.12.0.18.2.TG,X18.1.15.0.16.0.TG,X16.0.18.0.16.0.TG,X16.0.18.1.16.0.TG,X18.1.16.0.16.1.TG,X18.1.14.0.18.1.TG,X16.0.18.2.16.0.TG,X18.2.14.0.18.1.TG,X18.2.16.0.16.1.TG,X18.2.14.0.18.2.TG,X18.1.16.0.17.0.TG,X18.1.17.1.16.0.TG,X18.1.15.0.18.1.TG,X18.0.16.0.18.0.TG,X18.0.16.0.18.1.TG,X18.1.16.0.18.1.TG,X18.1.16.0.18.2.TG,X18.2.16.0.18.2.TG,X18.2.16.1.18.2.TG,X18.2.16.0.18.3.TG,X18.0.18.1.18.0.TG,X20.0.16.0.18.1.TG,X18.1.18.0.18.1.TG,X18.1.20.1.16.0.TG,X18.1.18.1.18.1.TG,X18.1.18.0.18.2.TG,X18.1.18.2.18.1.TG,X18.2.18.1.18.2.TG,X18.2.18.2.18.2.TG,X16.0.LPI,X17.0.LPI,X18.2.LPI,X18.1.LPI,X18.0.LPI,X20.4.LPI,X22.6.LPI,X16.0.18.2.PI,X16.0.18.1.PI,X16.0.18.0.PI,X16.0.20.4.PI,X16.0.22.6.PI,X18.0.18.2.PI,X18.0.18.1.PI,X18.0.18.0.PI,X18.0.20.4.PI,X17.0.20.4.PI,X18.0.22.6.PI,X16.0.LPE,X18.2.LPE,X18.1.LPE,X18.0.LPE,X20.4.LPE,X22.6.LPE,X16.0.18.2.PE,X16.0.18.1.PE,X16.0.18.0.PE,X17.0.17.0.PE,X16.0.20.4.PE,X16.0.22.6.PE,X18.0.18.2.PE,X18.0.18.1.PE,X18.0.18.0.PE,X18.0.20.4.PE,X18.0.22.6.PE,X24.0.Cb,X24.1.Cb,X22.0.Cb,X22.1.Cb,X20.0.Cb,X18.0.Cb,X18.1.Cb,X16.0.Cb,X16.0.Ceramide,X17.0.Ceramide,X18.1.Ceramide,X18.0.Ceramide,X20.0.Ceramide,X22.1.Ceramide,X22.0.Ceramide,X24.1.Ceramide,X24.0.Ceramide,X16.0.LPC,X18.2.LPC,X18.1.LPC,X18.0.LPC,X20.3.LPC,X20.4.LPC,X20.5.LPC,X22.6.LPC,X16.0.18.2.PC,X16.0.18.1.PC,X16.0.18.0.PC,X16.0.20.5.PC,X16.0.20.4.PC,X16.0.20.3.PC,X16.0.22.6.PC,X18.0.18.2.PC,X18.0.18.1.PC,X18.0.18.0.PC,X18.0.20.4.PC,X18.0.20.3.PC,X18.0.22.6.PC,X19.0.19.0.PC,PC..O.16.0.18.2.,PC..O.16.0.20.4.,PC..O.18.1.20.4.,d18.1.14.0.SM,d18.1.16.1.SM,d18.1.16.0.SM,d18.1.17.0.SM,d18.1.18.1.SM,d18.1.18.0.SM,d18.1.20.0.SM,d18.1.21.0.SM,d18.1.22.1.SM,d18.1.22.0.SM,d18.2.23.0.SM,d18.1.23.0.SM,d18.1.24.2.SM,d18.1.24.1.SM,d18.1.24.0.SM
956,0,0.031416613,0.112968709,0.053008394,0.196166336,0.077672798,0.028884386,0.012322497,0.271763705,0.197324082,0.090390972,0.169068284,0.121001419,0.214504683,0.544889464,0.387514409,0.138136051,0.280923515,0.435431448,0.466745055,0.489668414,0.2832356,0.276249969,0.524540386,0.421221825,0.261607895,1.955363867,0.642421001,0.1680178,1.126707602,0.388399744,0.575666764,0.329344513,1.800055728,0.176144151,2.423688904,1.256221855,1.518689546,1.066538892,0.047699961,0.502658999,3.60508295,0.847878244,3.518694713,3.087689939,2.149831042,0.46238989,1.736805373,0.083541546,0.03714558,0.170998995,0.319939534,2.225595262,13.14722048,11.221958,7.030051363,0.739799306,0.747052241,0.185961151,0.065086403,1.45567755,0.142550807,6.592202271,1.26425797,8.559484105,6.644777532,3.894093657,0.003828545,NA,0.001558708,0.002265847,0.000401553,NA,NA,0.016343753,0.02151113,0.00708975,0.012998466,NA,0.034954007,0.012697952,0.003850274,0.00413964,0.001164866,0.002434829,0.003536382,0.047253308,0.029397904,0.008895736,0.007696574,0.004799762,0.038278767,0.039566712,0.010008041,0.008972951,0.023736575,0.007131842,0.426812671,0.117497055,0.010643055,0.050531507,0.026543322,0.011926245,0.009380891,0.003661075,0.002268265,0.001009373,0.00178231,NA,0.001090236,0.007546377,NA,NA,0.002013791,0.001453675,0.000689775,0.003875702,0.006342863,0.010773349,0.023761212,0.027476116,0.0094014,0.010310036,0.000364824,0.000967437,NA,0.001137378,0.117686918,0.146128973,0.082893575,0.001214207,0.026694164,0.065132548,0.004474973,0.336190685,0.179865616,0.024205356,0.017322411,0.02504589,0.008900495,0.020857479,0.004287752,0.005811879,0.016082486,0.019712712,0.004829507,0.115226548,0.007490564,0.0043776,0.111844603,0.176372877,0.023684877,0.098953315,0.51463726,0.006572055,0.047107726,0.036855534,0.159989425,0.251383562
965,0,0.031129263,0.098574886,0.029904208,0.150888569,0.07173391,0.027029058,0.012725359,0.246931932,0.114444445,0.076811812,0.159863293,0.070731106,0.15553118,0.467440352,0.229870894,0.071467981,0.351538499,0.590540109,0.583409059,0.389495,0.247701492,0.137981368,0.705052893,0.521854723,0.310338855,2.080899924,0.649683258,0.175931927,0.937153726,0.278699276,1.029783099,0.41191324,2.114178159,0.272253104,2.35912974,0.92935414,0.950806716,0.401897085,0.074737865,0.842533602,5.834150012,1.757135381,4.303440337,4.241786464,1.586836984,0.738063714,0.742416626,0.138881663,0.051910481,0.296541758,0.445654993,3.200504546,13.89396027,12.08118784,5.690266214,0.552504869,0.645538335,0.210419469,0.064511047,1.862526363,0.275759204,7.617150307,1.181971599,7.730949986,3.980908871,1.513090038,0.006426,NA,0.004095771,0.0063618,0.005471169,NA,NA,0.032887484,0.05521978,0.014059319,0.017511132,NA,0.07799967,0.026649791,0.003592022,0.01065,0.000812067,0.00162267,0.003562938,0.074709692,0.037036286,0.019580677,0.012315244,0.006347888,0.061414286,0.075324066,0.016056857,0.016724255,0.036325187,0.006401637,0.746136264,0.225426593,0.018506868,0.102354066,0.040600385,0.012005908,0.020798248,0.012213389,0.011098253,0.005240077,0.004853993,NA,0.00140026,0.002726822,NA,NA,0.007545033,0.004782132,0.00128464,0.008496099,0.018086736,0.010936978,0.047775692,0.059005451,0.017356431,0.025477523,0.001909048,0.005311411,NA,0.001217786,0.310109011,0.452348044,0.187549319,0.004451993,0.076884,0.185717407,0.013561516,0.77276967,0.429483692,0.039043477,0.059859692,0.079295473,0.013592057,0.013763275,0.005777591,0.013581415,0.02252822,0.037774207,0.011102242,0.338191912,0.012490971,0.026121284,0.471279033,0.621035604,0.050343508,0.23568,0.934734066,0.022511815,0.084035868,0.083478857,0.541803956,0.250595341
966,0,0.014424525,0.038712873,0.032663987,0.055640609,0.032908932,0.018293671,0.010591073,0.087472944,0.058753951,0.052406357,0.106517511,0.056106406,0.057500449,0.183909349,0.088896211,0.037320391,0.123810879,0.260170158,0.442194458,0.151847908,0.183061635,0.057165156,0.321950671,0.27682551,0.120623028,1.06463971,0.514544628,0.09928294,0.468788143,0.211830375,0.535817791,0.251726479,1.273445085,0.166388436,1.663884365,0.504532678,0.619277478,0.278601248,0.087499937,0.753506317,4.899966119,1.39794752,3.323597084,3.314339153,1.108274679,0.583691331,0.540821535,0.293471938,0.103554973,0.414219892,0.558623532,4.709944305,19.52330251,13.55807205,6.067826178,0.295553299,0.290801639,0.454633548,0.079338011,2.964768617,0.217416365,6.803575116,1.646662383,9.139451392,4.54464005,1.801972534,0.003396606,NA,0.004909315,0.006896055,0.004571527,NA,NA,0.022718733,0.039006849,0.013225,0.01271589,NA,0.083984247,0.031893082,0.003986935,0.009118151,0.000388289,0.002029024,0.002052781,0.030421568,0.010555623,0.010995842,0.004814658,0.006305993,0.043677055,0.053641438,0.010215308,0.010957068,0.019831199,0.006911918,0.560924658,0.191738014,0.016302945,0.057374315,0.066222603,0.010300445,0.008275623,0.005349147,0.003828703,0.001793749,0.001188207,NA,0.001348992,0.001873685,NA,NA,0.002937264,0.001673558,0.00119425,0.004306336,0.006485,0.011717911,0.014413096,0.024090603,0.006797055,0.01124013,8.08E-05,0.001774567,NA,0.000630579,0.129377671,0.189629041,0.085139589,0.00139011,0.025782918,0.058576301,0.007071562,0.481119041,0.214434384,0.022851589,0.025928096,0.029498493,0.011833027,0.009643781,0.002034521,0.004216771,0.008054849,0.010643014,0.003065896,0.127226301,0.006635342,0.011093918,0.203946027,0.270022192,0.020081808,0.106002192,0.466626027,0.008269836,0.035522959,0.046305671,0.180552329,0.179878904
971,0,0.040895196,0.135559973,0.04639381,0.223758409,0.104216245,0.038810932,0.017113482,0.290658574,0.178866815,0.108065367,0.212323034,0.116440161,0.198821191,0.557808202,0.375612334,0.138238557,0.36876553,0.644332907,0.659827579,0.471059515,0.365082093,0.22603045,0.787743002,0.620646002,0.333000451,2.279772554,0.73619637,0.19176728,1.25865831,0.403269557,1.051029701,0.532933884,2.25719022,0.206701997,2.319245616,1.316494859,1.28252931,0.789629977,0.092236256,0.946801183,5.290648181,1.152358721,3.845440153,3.960039363,1.848222919,0.523345596,1.191156767,0.145361504,0.051662612,0.282914306,0.552108924,3.265387124,13.29442882,11.29362173,6.812746602,0.344414348,0.3019344,0.242490087,0.059873255,1.590305662,0.18893375,4.916106667,1.376509867,7.509700029,4.981613845,2.054117966,0.005604169,NA,0.00483209,0.006868382,0.004094245,NA,NA,0.042526011,0.069446629,0.018846303,0.022134539,NA,0.077423933,0.028298933,0.005251787,0.008077247,0.002231842,0.003121631,0.002715416,0.05318191,0.02103809,0.009132816,0.006736038,0.003653144,0.063277416,0.060547753,0.016029101,0.016274225,0.036742112,0.006751652,0.777960674,0.167081798,0.017055708,0.072014494,0.028316292,0.016385872,0.014486865,0.009789202,0.007230829,0.005766047,0.005405326,NA,0.002400386,0.003260043,NA,NA,0.006530663,0.004849517,0.001401354,0.008854888,0.008787539,0.015699708,0.030949045,0.042091685,0.010880272,0.018167879,0.000876535,0.003097006,NA,0.00062066,0.23115991,0.327143461,0.127499865,0.001420867,0.053287146,0.14810427,0.009951088,0.609835955,0.357794022,0.033365097,0.039400625,0.039662184,0.008777366,0.019425654,0.005056355,0.010466778,0.017784755,0.040353816,0.007520521,0.250449978,0.013207065,0.01637911,0.458195326,0.517210787,0.049336557,0.179540494,0.913262022,0.016818553,0.09132836,0.066204674,0.251758921,0.314510022
979,0,0.077371269,0.271669187,0.085126515,0.428953429,0.158526267,0.057969974,0.023789565,0.437841983,0.309233045,0.154330725,0.333419597,0.196063769,0.289003185,0.842073504,0.523946964,0.173860505,0.424372431,0.667135699,0.831695838,0.64687454,0.399989856,0.301067634,0.730488881,0.743304476,0.314622843,2.754660954,0.937103278,0.226307254,1.453466309,0.487687727,0.697033262,0.518459978,2.357410472,0.214677679,2.853561762,1.29467154,1.574769699,0.861000391,0.059153028,0.73498587,4.104680048,1.052756605,3.992271801,3.02838426,1.895851403,0.465097359,1.142926996,0.111485788,0.042472988,0.215493067,0.58146065,3.371588514,13.21472276,10.99834971,5.823946398,0.297532638,0.324900027,0.302790656,0.070724291,1.919192917,0.215270688,5.08930645,1.550818704,7.409653827,4.580669015,1.750004009,0.005733,NA,0.004374592,0.007005901,0.00626707,NA,NA,0.020181444,0.040754401,0.012296901,0.017250528,NA,0.076012324,0.02767162,0.004429137,0.014875,0.000885803,0.004653785,0.004796831,0.079458873,0.037867042,0.035308732,0.01046631,0.012041021,0.084264437,0.122448592,0.032371761,0.029382211,0.043856373,0.022181268,1.295010563,0.365890141,0.02909662,0.132052113,0.143431338,0.041675437,0.037061556,0.028466444,0.014169387,0.007355789,0.009804218,NA,0.004856941,0.006143451,NA,NA,0.008896444,0.006070599,0.003355944,0.013984331,0.013655035,0.020614437,0.055222113,0.062289437,0.025158676,0.034264113,0.001288806,0.002736832,NA,0.002337234,0.368081268,0.599909859,0.214279859,0.004755063,0.077157746,0.222119155,0.024879634,1.063571831,0.721957746,0.074049155,0.067930563,0.082404507,0.030915465,0.03873938,0.00643238,0.014614225,0.018522014,0.104670423,0.010474592,0.403826761,0.023195662,0.026923268,0.721295775,0.89868169,0.123667042,0.28491831,1.980092958,0.021566676,0.171610141,0.119453803,0.559779718,0.735188732
983,0,0.019372156,0.063815339,0.024449252,0.106169269,0.047463909,0.025985246,0.008551055,0.13579639,0.085469294,0.049893242,0.13800067,0.080231785,0.09252849,0.329929303,0.219491508,0.08079442,0.165977395,0.303354165,0.49566914,0.241287997,0.283081792,0.125451404,0.324893092,0.265069963,0.140073668,1.411689317,0.672574162,0.130643902,0.846766031,0.429528242,0.529064667,0.206587156,1.311840317,0.130857703,1.950331287,0.767096881,1.180283696,0.708395272,0.049245212,0.495827928,4.145396398,1.001428206,3.118437055,3.476460611,1.630516915,0.53315315,1.043075716,0.086735848,0.043898552,0.202081073,0.278600715,2.467718147,12.44399107,11.71931688,7.68784787,0.390948969,0.403732042,0.192631301,0.062174945,1.849969663,0.229307617,9.228968298,1.707635452,10.31085334,7.536811567,3.534799633,0.004975753,NA,0.004973241,0.006864709,0.001881072,NA,NA,0.029890348,0.040979278,0.009319797,0.023716684,NA,0.076745294,0.019022487,0.004063797,0.006777273,0.001667591,0.003012337,0.005675036,0.050852455,0.023645567,0.012838813,0.007668436,0.004929022,0.030115989,0.063858128,0.016413529,0.015606578,0.017463128,0.004905882,0.353537968,0.116645615,0.012968663,0.041301738,0.020342246,0.015258176,0.013919727,0.010350606,0.001770945,0.002367842,0.000758914,NA,0.00146177,0.006539751,NA,NA,0.003444441,0.002575107,0.001075091,0.010086497,0.014149091,0.033603369,0.036943829,0.051751765,0.014663503,0.013373856,0.000663448,0.001510651,NA,0.001285513,0.210541925,0.225739572,0.126012513,0.002704967,0.044193882,0.120459176,0.006715916,0.51865123,0.235314866,0.028284032,0.037452321,0.042889636,0.008113919,0.024558,0.005539717,0.007201001,0.022308289,0.033924513,0.009623551,0.230269091,0.016117219,0.013928727,0.238259037,0.281498824,0.028792813,0.141155936,0.596385882,0.006939844,0.059026909,0.044920107,0.208838503,0.252530695
985,0,0.035369759,0.123752938,0.04994315,0.203926332,0.087660641,0.038086865,0.017249486,0.254807466,0.179807533,0.08846146,0.186959488,0.146267328,0.185561518,0.613499789,0.434723068,0.152202813,0.27173136,0.468645672,0.606267474,0.44615068,0.38759387,0.279067587,0.497998893,0.419310757,0.213428097,2.00515229,0.820368925,0.202143193,1.276129438,0.482927415,0.552773285,0.290345564,1.726611193,0.209455866,2.339016436,1.172286147,1.535134972,0.967425988,0.065733704,0.507267894,3.878959096,1.161465386,3.708639474,3.530394786,2.128046218,0.636693073,1.504917198,0.106664171,0.055895539,0.236795955,0.294395383,2.251993126,12.36310143,11.80058807,7.809237145,0.437945743,0.462735125,0.149484461,0.035802451,1.338033617,0.158968214,6.55258785,1.298269742,8.309680062,6.340052015,2.907362751,0.00570526,NA,0.007186868,0.008361202,0.003045294,NA,NA,0.034498065,0.054707661,0.017737823,0.029389355,NA,0.088439113,0.026523387,0.004239556,0.012539516,0.001831532,0.006204081,0.004519027,0.05552129,0.021527065,0.010730613,0.006656874,0.00798484,0.044376774,0.066519194,0.015455887,0.015922935,0.020423468,0.008939718,0.527154032,0.139667742,0.013400565,0.05305129,0.047166532,0.016258,0.017133532,0.006165263,0.004785792,0.002514861,0.001399018,NA,0.001707031,0.002909637,NA,NA,0.005144185,0.002176637,0.001511218,0.006737056,0.009507847,0.023921613,0.032419597,0.052953113,0.01524779,0.019196145,0.001524353,0.002282548,NA,0.001787395,0.247156774,0.28951871,0.13653,0.003399387,0.051626355,0.137937742,0.015221323,0.658460323,0.337062903,0.036342097,0.034123645,0.038664032,0.013393984,0.024029871,0.004659216,0.009520723,0.017942581,0.035087613,0.006246503,0.188383226,0.012152903,0.015533419,0.33512,0.325892903,0.036059742,0.143181935,0.885414839,0.009208297,0.065420903,0.069509613,0.36612,0.355180645
986,0,0.079630961,0.33988099,0.121867238,0.614982154,0.173243414,0.040408297,0.015296516,0.679474018,0.591542086,0.158543938,0.354035259,0.236445209,0.565510364,1.340748867,0.716755437,0.195040181,0.468657384,0.671670261,0.586592987,1.112875313,0.267808059,0.478330972,0.740805984,0.642977774,0.447321355,3.404012402,0.921246516,0.199851059,1.441305032,0.434238303,0.542333301,0.427832119,2.870861235,0.203231727,4.272485169,1.454954409,2.042607095,0.957472076,0.048052716,0.394662791,2.97882761,0.560872264,5.305979087,1.912064536,2.670440012,0.23763737,1.395423163,0.085265408,0.030379941,0.17498846,0.248222836,1.898626331,13.17711945,9.120317467,3.836338641,0.172558065,0.219173277,0.188372912,0.141492776,1.726406141,0.165837043,7.61976915,1.179452018,7.941172609,4.409266894,1.348427841,0.004138391,NA,0.004667642,0.006072377,0.005136934,NA,NA,0.015382053,0.024903146,0.008506192,0.01183947,NA,0.05718543,0.018800265,0.002550795,0.009462748,0.0008735,0.002806937,0.003157649,0.052559338,0.025880887,0.016059358,0.005785788,0.002790769,0.043701755,0.079939073,0.019801821,0.015318715,0.026285298,0.006683046,0.729708609,0.230871192,0.025429172,0.071760596,0.034429139,0.014427629,0.00998857,0.009408404,0.003536012,0.001629089,0.001462627,NA,0.001178997,0.001583404,NA,NA,0.001905841,0.001492156,0.000489003,0.008203808,0.00532543,0.020462748,0.031782921,0.041692914,0.015911126,0.020763669,0.000861056,0.004001146,NA,0.000812932,0.226575232,0.353099735,0.129288477,0.002853584,0.04861449,0.150684768,0.013087219,0.656368212,0.579699338,0.053928344,0.038382715,0.054352715,0.015862927,0.036538834,0.008065325,0.017611629,0.01631298,0.069797086,0.009432106,0.265597351,0.01449457,0.011644609,0.221418013,0.460790464,0.04785049,0.228396291,1.491745695,0.013767947,0.08016,0.059660662,0.322207152,0.664362914
987,0,0.022426383,0.072070865,0.023368432,0.112166831,0.056083416,0.027048311,0.006909821,0.160119596,0.085998952,0.081247629,0.130284845,0.052908108,0.105780614,0.329279029,0.13223056,0.055055103,0.23003525,0.402048216,0.568433534,0.248881709,0.186928287,0.080695818,0.518259834,0.601884493,0.180565348,1.535375754,0.720667576,0.128236436,0.535201656,0.245239485,0.525875643,0.459106543,2.020120273,0.156485587,2.174326046,0.697321737,0.662720601,0.22181149,0.11480539,0.503033691,5.810033173,1.306956227,4.091341233,2.682101475,1.122407709,0.352594745,0.406596889,0.302919454,0.072806157,0.456483046,0.183536637,7.242002605,15.80136779,10.49015511,3.467110459,0.14465931,0.15574208,0.857209928,0.11976621,5.004293632,0.318455049,11.31746045,2.172710322,7.427263136,2.855723319,0.667225458,0.004271555,NA,0.005243511,0.00832634,0.006476297,NA,NA,0.049308197,0.129743852,0.04593166,0.018704693,NA,0.165622131,0.094176332,0.010324672,0.01233043,0.001514305,0.004482787,0.00368491,0.065248893,0.037542246,0.029459471,0.009630443,0.011966619,0.050125635,0.074205738,0.024892684,0.024896139,0.025128443,0.013159426,0.894315369,0.368048975,0.039664365,0.123778893,0.112054303,0.024586893,0.014456619,0.015247648,0.005833247,0.004634461,0.005816264,NA,0.002240582,0.003654738,NA,NA,0.004520391,0.003245385,0.001319834,0.012934734,0.006729516,0.023833893,0.036124131,0.056550639,0.017531299,0.036486123,0.000508462,0.005066005,NA,0.001131942,0.320850492,0.396509508,0.202526557,0.00456843,0.087753836,0.183287705,0.019834426,0.90136623,0.584662869,0.055990033,0.05850273,0.053351852,0.022267402,0.026269008,0.003752565,0.010395,0.015142992,0.045021541,0.012939344,0.391882131,0.029292197,0.028974689,0.690822295,0.646282623,0.07561623,0.210566557,1.471908197,0.01730282,0.144879344,0.080528016,0.341111803,0.535488197
989,0,0.010567876,0.043964841,0.014634364,0.073482499,0.025976708,0.014588101,0.004170783,0.083960365,0.057697563,0.024717932,0.083048658,0.036729635,0.050521976,0.234140537,0.079219871,0.02494731,0.079847033,0.154612892,0.385863451,0.153476645,0.125629871,0.046641895,0.16640896,0.149843363,0.059259661,0.998891228,0.637492908,0.116112104,0.337099658,0.18903519,0.350256513,0.106871141,0.902648937,0.15291336,1.769758685,0.277106952,0.514892385,0.159101747,0.057793767,0.374531947,4.871733667,1.72711553,3.534562014,2.739285561,0.81740134,0.540927358,0.283800553,0.102349379,0.028426705,0.28835135,0.242775631,3.204527609,18.26900125,13.50411743,4.198811905,0.188833879,0.234186994,0.246660552,0.099695554,3.078456402,0.242674975,15.05808588,1.300471053,11.18264962,3.951895842,0.934742605,0.00294462,NA,0.002555919,0.007112571,0.003560225,NA,NA,0.011017582,0.02501456,0.006586846,0.005270341,NA,0.064335495,0.019174154,0.001487143,0.008367857,0.000633527,0.002602282,0.005389319,0.035936308,0.025165681,0.010966451,0.008177057,0.005376626,0.051965934,0.09758967,0.021377473,0.015441429,0.021824407,0.008115462,0.706865934,0.184574176,0.021813429,0.103367473,0.048177033,0.01731209,0.015344723,0.012213389,0.007226769,0.001941324,0.003537167,NA,0.00269885,0.002861743,NA,NA,0.002786433,0.001697265,0.001681487,0.008331923,0.007097868,0.016341132,0.034686462,0.046312418,0.015634563,0.020914385,0.001131021,0.006029169,NA,0.000974229,0.236583165,0.399691121,0.134753934,0.002285185,0.0502068,0.136054813,0.010370571,0.663855824,0.486678857,0.040711556,0.066273231,0.051595635,0.013647086,0.015652352,0.001321991,0.0085644,0.009744765,0.043431429,0.012443763,0.380871824,0.015802971,0.01505702,0.358403604,0.445242462,0.036775754,0.181292308,1.080137143,0.012442127,0.079279121,0.081873495,0.290750242,0.43128211
993,0,0.02507633,0.091654803,0.04159718,0.185957361,0.072616595,0.023578439,0.009783585,0.242347056,0.196331792,0.074646984,0.182001198,0.093533428,0.219678313,0.46678308,0.291986961,0.096800025,0.292291962,0.538170833,0.509733606,0.447463447,0.247865057,0.213240891,0.607554719,0.395483732,0.299192041,2.15527657,0.644346302,0.136852312,1.009285801,0.32361564,0.914441019,0.316491599,2.090887616,0.1553925,2.440194007,1.134424333,1.320194568,0.699599981,0.04754778,0.632853537,5.467491505,1.002817437,3.968466563,3.91954864,1.933701951,0.450790455,1.12577529,0.090372917,0.039732257,0.167882778,0.287042125,2.508959053,13.14772341,11.47744153,6.920707464,0.346480349,0.356523258,0.153083633,0.09551372,1.59266151,0.159918881,6.642818295,1.263437989,8.967009045,5.763474413,2.263927404,0.003807233,NA,0.004520475,0.005516284,0.007379591,NA,NA,0.02033683,0.034546875,0.010703625,0.010724216,NA,0.07123875,0.023486523,0.002300847,0.008169034,0.001286427,0.001410753,0.004644205,0.10398675,0.035025477,0.0216945,0.005408986,0.002442778,0.104543864,0.084750341,0.02033775,0.018571827,0.056042386,0.006515625,1.441622727,0.320146705,0.025006705,0.087504205,0.034797955,0.029541525,0.019019291,0.019319243,0.012170536,0.004634292,0.002688647,NA,0.001811189,0.004405909,NA,NA,0.004596375,0.003814258,0.00068537,0.013963807,0.006765034,0.029627318,0.035868955,0.0631455,0.015384109,0.032637675,0.001128606,0.002731396,NA,0.000418475,0.374989773,0.403463727,0.152346682,0.002304544,0.058161409,0.186164182,0.012373977,1.067273182,0.677479091,0.074388273,0.037527095,0.040666936,0.017868027,0.037506764,0.004931539,0.01325835,0.015819764,0.044267155,0.007079782,0.251377091,0.0059202,0.011839418,0.256891364,0.68364,0.0400338,0.277459636,2.13189,0.012321109,0.104936727,0.043992409,0.246853636,0.784088182
994,0,0.044057033,0.14594728,0.049904554,0.209484673,0.083548139,0.03779,0.009309692,0.218291836,0.147234963,0.084500066,0.158938491,0.136202948,0.125204141,0.438993006,0.353000482,0.113913852,0.217227376,0.380493812,0.499532569,0.298063632,0.304147844,0.169964972,0.465744719,0.465744719,0.170796985,1.360000184,0.683959073,0.149214453,0.842454808,0.477106956,0.657963735,0.374704771,1.349742994,0.14721467,1.834635083,0.90991982,1.180683828,0.853855786,0.063908755,0.869296917,3.921641335,1.018247561,2.817406785,3.123646653,1.443496669,0.487275595,0.998102143,0.150609136,0.08252242,0.255352395,0.811019101,3.656983676,14.40397374,11.76477642,7.176288548,0.455031858,0.479394531,0.412007001,0.080845111,2.083999198,0.170806209,5.349088083,1.83467198,9.111927443,7.240543576,3.587747638,0.003794634,NA,0.004188349,0.005934816,0.00450975,NA,NA,0.031209575,0.043236954,0.01662699,0.021591808,NA,0.084254126,0.031321857,0.005533471,0.010016687,0.001373854,0.002296449,0.004265454,0.053960316,0.022758138,0.0136556,0.008006789,0.005133306,0.054259223,0.065397451,0.01825733,0.023349539,0.02776875,0.005121408,0.693902913,0.215796481,0.023545049,0.07050801,0.033815898,0.024091041,0.023205124,0.010287524,0.00587175,0.002981672,0.002988136,NA,0.00264879,0.002713413,NA,NA,0.00441375,0.002995587,0.001757581,0.01069733,0.00920807,0.020130765,0.029814138,0.043568811,0.014642148,0.023478968,0.001249065,0.003257873,NA,0.001386266,0.196094417,0.255871748,0.143265146,0.003688903,0.057555291,0.138828495,0.010102078,0.761780097,0.399085194,0.04208218,0.04698332,0.048756,0.009176549,0.028015194,0.003920279,0.011640932,0.013249762,0.047226408,0.008633767,0.329428252,0.014369417,0.015194097,0.418183981,0.49890233,0.047373612,0.184768544,1.009351456,0.016011408,0.085218641,0.082735922,0.255928544,0.37889767
