"id","group","P00709","P05814","P47710","P07498","P02788","P02768","P01876","P19835","P61769","P61626","P01591","P01833","P10451","P02647","P47989","S4R371","P22897","P10909","P08571","Q08431","Q6WN34","Q13410","P23280","P01859","P01034","P49327","H0YCU0","P02763","P01009","P01011","P04745","P25311","P15328","V9HW75","Q08380","D6RF35","P15291","P00738","Q16851","P07602","Q99541","P06733","P18065","P62937","P02649","P04406","F5GZD9","P02787","P01024","Q02818","D6RC73","P01714","P0C0L5","Q6X4U4","Q92876","P63104","P02750","P06858","P06727","P04075","O00391","O60664","P04004","Q12841","P19652","P25774","Q96KP4","P22079","P23528","P60174","Q9NP72","Q9BRK5","P50395","P04114","P20061","P43490","P00558","Q96FQ6","O75874","P00450","P05155","P60953","P02790","P53634","O00300","P14550","P04217","Q99497","P36871","Q9H173","P50591","P15311","P00747","P08697","Q14697","Q96S86","P02671","P49189","P07900","P01008","Q9BY76","Q14624","P27105","P01133","P31946","Q9HB40","P13639","P01042","P61224","Q6PCB0","P02748","P07237","Q14118","Q6UXI9","P02675","P51148","Q5T985","P02760","G3XAM2","P01023","P05067","P54802","P31947","Q02809","P17900","P36955","P02751","D6RHI9","P04003","O00339","P43251","P02766","Q5H9A7","A0A087X1J7","E7EU05","Q9NR31","P04066","A6NNI4","A0A0C4DGN4","Q9UHD0","P51149","P01019","S4R3V8","P27169","P16278","E5RJB8","P02749","P62820","O00560","P31949","P07686","P00491","P27797","E9PJK1","P84077","P45877","Q8NBJ7","P55058","P0C0L4","Q96PD5","Q68D85","P10643","P52823","Q6UWP8","P02765","P63313","P61586","P28799","P18669","P04792","Q9UBI6","P08603","P30101","P11234","Q99538","P19827","O00592","P14625","P48449","P30041","O60603","Q9NZP8","P19440","Q99727","J3KS22","O94760","P61981","P52209","P60981","P08238","Q8NC51","P26038","P05387","P61026","Q9NQX5","Q9H0U4","P43652","P00918","Q2I0M4","P48723","P23284","P30086","Q9H4G4","P07737","Q13228","P11021","Q9UNQ0","P21399","Q01459","O60543","P08185","Q9UHL4","P24821","Q10471","O00462","A0A0C4DH38","O00299","P07858","P09467","Q9UL46","O43707","Q15904","O15232","Q9Y6Y9","P12273","P19113","P31431","Q8N474","I3L397","Q92520","E9PNW4","P63000","P05090","P62258","Q9NZH0","P08294","O15498","Q9P2X0","P17066","P00441","P40925","P61019","Q99519","O60547","Q8NBJ4","P61020","Q96FE7","P58499","P03950","Q14512","Q02487","Q92484","O95436","Q9BWS9","P62328","P34096","P19875","Q16651","O00764","E9PDQ1","O14745","P30085","P32119","O75083","P61313","Q9UL25","P14618","A0A087WWU8","Q04917","P20339","P62701","O15145","A0A075B7B8","Q9NV23","X6R3G6","Q15843","P30044","P62269","Q16555","Q06323","Q5JR95","Q15181","O75891","Q06210","P26373","P42330","X1WI28","C9J9K3","Q99536","Q15365","O75954","Q86SQ4","Q9Y5P6","P40429","O75355","P23396","P22314","Q8WUM4","P14324","P34896","P23381","Q9HBR0","A0A075B6I0","P04430","P49006","P23083","Q14914","P24298","P28066","P61088","P22676","Q9BWD1","Q9NR19","P26641","B1AKG0","C9JXB8","P39019","Q6UXA7","P00352","Q02878","P39023","P55072","P11216","Q8N392","Q99650","Q96MK3","Q8WVC2","P04233","P61160","P51884","Q15782","O14672","Q9Y2S2","P00568","P98082","Q96TA1","P07195","P36578","Q9NZ08","P81605","P07741","Q9Y646","Q9BXJ1","Q5JP53","P27348","Q01518","P05546","P46940","P50990","P69905","P68871","Q9NR45","P29622","P06312","P60022","E7EPB3","Q9H772","P36222","Q14195","P46777","P62805","Q03167","P15924","P20827","P04271","H3BVI7","F8WBR5","A0A0C4DH68","E9PJD9","P0DJI8","A0A0C4DH36","P01861","P11908","C9JFR9","P50897","P60866","P18085","P62424","O75629","P62263","P15814","P61353","P06702","P53396","A0A0C4DH34","P24534","Q02790","P07357","P30043","Q9UBR2","P62266","P28070","P22307","M0R0F0","A0A075B6K5","P30050","P62753","A0A0B4J1V2","Q6ZVX7","P16152","P14923","P48637","P05109","Q16706","Q08554","P25788","P10316","Q6UX73","Q7KZF4","P17858","Q13200","P50991","P01031","P35579","P01877","P59666","Q99878","J3QR09","Q6UXB2","M0R3D6","P25398","H7C2W9","P46781","P49773","D3YTB1","P62906","M0QZC5","P29762","P09237","A0A0C4DH31","A0A075B6K4","P01701","P25786","P25786.1","P80188","P62851","Q9H3G5","Q9NZT1","Q9Y2V2","Q66K79","P37837","Q92597","B4DXW1","P78371","P28072","P01780","C9JVB2","O15143","P49788","O43175","P04196","P27469","Q6UX06","P09960","O15144","O43405","P33908","Q9Y2J8","E9PBS1","P14868","P26572","P05154","P11279","A0A087WSY5","Q15084","P01619","P01624","Q00610","Q86VP6","O43490","P13497","Q562R1"
1215,1,33.84931824,14.36677163,8.837474491,9.324181158,7.164940942,5.178249545,2.601322189,3.247785263,0.662111467,1.612617459,1.220158146,1.387292501,1.475232899,0.138892874,0.244061379,0.018368714,0.376721671,0.566376622,0.30526266,0.220612589,0.262970349,0.137131686,0.164290275,0.055066873,0.169728538,0.071515535,0.027555749,0.114283843,0.034277715,0.123779977,0.072086731,0.0182515,0.088663318,0.069037377,0.038359387,0.001481897,0.11983218,0.033168048,0.024762243,0.087357302,0.023749262,0.026368434,0.079179083,0.020956649,0.04670718,0.036000229,0.083930125,0.085274816,0.061724877,0.039817127,0.024563812,NA,0.000932269,0.054373703,0.030853514,0.013982404,0.034209291,0.040031326,0.015480604,0.00807588,0.017842143,0.012253346,0.032977649,0.021194052,0.056720962,0.012113522,0.005659601,0.042075137,0.017937045,0.004749852,0.007122994,0.003384634,0.010341327,0.004353883,0.022743124,0.001393837,0.00141499,NA,0.002038129,0.003192451,0.014248367,0.006204915,0.016617641,0.001217957,0.013325826,0.001850527,0.016274924,0.004223579,0.001926567,0.009200422,0.000544243,NA,0.009289671,0.004494302,0.008781247,0.005817275,0.004585336,0.003925188,0.004088515,0.005751826,0.007108416,0.002873087,0.000496405,0.002144901,NA,0.007005185,0.000868932,0.004720103,0.0032698,0.006452433,0.000977906,0.000761089,0.005029798,0.002901111,0.004693625,0.003397129,0.000890798,0.001879235,0.004855762,0.002549171,0.001577632,0.003608948,NA,0.003030612,0.006242697,0.005557262,0.00090722,0.00048748,0.00040067,0.000258615,0.001589085,0.021392186,0.074624389,0.031493134,0.039692178,0.000734879,0.022084761,0.04458602,0.016176154,0.011248398,0.000336351,0.002882993,0.001345583,NA,0.001260618,0.00432919,0.027187744,0.005626876,0.001579327,NA,0.000600827,0.000519521,NA,0.130476657,0.010836958,0.003758887,0.003499766,NA,0.060130288,0.000324779,0.000375204,0.000808599,0.002699318,NA,0.052734489,0.027783037,0.003913586,0.015655533,0.000943753,0.000585535,NA,0.001704485,NA,NA,0.00239593,0.000454666,0.002682569,0.000245287,NA,0.004496682,NA,0.000557898,0.000172254,0.005623009,0.000885711,NA,NA,0.000912872,0.001137721,0.000935542,NA,0.000652651,0.001407314,NA,0.00115099,0.000715185,0.000115875,NA,NA,0.001372477,0.108812855,0.003973383,0.007864954,0.005030393,0.000660535,0.002499905,NA,NA,0.001777669,0.001644926,NA,0.002686317,0.000806041,0.001007893,0.00020021,0.023592778,0.003166866,0.004446107,0.000232801,0.000219479,NA,0.001879711,0.00160988,0.00239233,0.003429854,0.000633195,NA,0.001087087,NA,0.000804256,0.11175511,0.004191746,0.008203804,0.002009807,0.006972162,0.004390177,NA,0.003417954,0.000269923,0.011903191,0.001614105,0.001297567,0.002119941,NA,NA,0.000672613,0.001689788,0.005364186,0.005139872,0.029999695,0.001397556,0.000469184,0.00035551,0.000857211,0.005011353,0.023939066,0.01569986,0.006152853,NA,0.014396819,0.001785583,NA,0.001656052,NA,NA,NA,0.000131515,NA,0.001582124,NA,NA,NA,0.006089188,0.003805891,0.001456639,NA,0.001186957,0.00059208,0.002179857,NA,NA,0.001127101,7.03e-05,NA,0.000787596,NA,NA,0.000468946,NA,0.000209421,0.001055434,0.000561736,NA,NA,NA,NA,NA,NA,NA,0.000382255,NA,0.000180221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000239831,NA,NA,0.034941136,NA,NA,NA,0.000272365,NA,NA,0.000189063,NA,NA,NA,9.79e-05,0.001100445,0.001594202,0.000193722,NA,NA,NA,NA,0.005424578,0.000383029,NA,0.01928471,0.000404597,0.003420632,0.002608879,NA,0.00046139,NA,0.000217129,NA,NA,0.001059717,NA,NA,0.002017631,0.014393249,NA,NA,0.004499657,0.001834789,0.001261153,0.00033531,NA,NA,NA,0.002469977,NA,0.005587904,NA,NA,NA,NA,0.001590543,0.004021875,0.000704654,NA,NA,0.00075743,NA,NA,NA,0.001508642,0.003202863,NA,NA,8.44e-05,0.006847213,NA,NA,0.000748535,NA,NA,NA,NA,0.000334685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000463651,NA,NA,NA,NA,NA,NA,1.87e-05,0.660772726,NA,0.003531598,NA,0.002025336,NA,NA,NA,NA,NA,0.000880445,NA,NA,NA,NA,0.0288695,NA,0.004205729,NA,NA,NA,NA,0.000692397,0.001125256,NA,NA,NA,NA,NA,NA,NA,0.037838766,0.001537231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000306542,NA,0.068272808,0.083522553,NA,NA,NA,NA,NA
1235,2,30.21421766,23.12831656,5.088921266,7.502167493,7.126299626,6.412700099,2.563076273,3.40284847,1.589051701,0.494219383,1.301478848,1.422286594,0.873868551,0.178024983,0.278003251,0.046244998,0.331688041,0.975963701,0.18858031,0.170074554,0.200286186,0.119343704,0.236366916,0.046768563,0.093146069,0.016115779,0.043578696,0.148682728,0.030309235,0.432652032,0.202464475,0.011864885,0.057786049,0.058086614,0.054967848,NA,0.089006028,0.032409312,0.018913943,0.062052133,0.027865286,0.032373761,0.028939887,0.01299669,0.037409033,0.010538521,0.026778404,0.062365625,0.088986637,0.025910321,0.01786455,0.003297166,0.007433328,0.04270932,0.007821154,0.008677603,0.04396329,0.053839921,0.036206773,0.002621282,0.008146928,0.008382532,0.025834048,0.019792045,0.029451494,0.026882471,0.004228271,0.017006163,0.011473504,0.001717002,0.005901416,0.005142894,0.008845014,0.000678146,0.006619864,0.000126325,0.000148098,0.001671691,0.000845751,0.007723551,0.018508341,0.00498033,0.017231425,0.004240875,0.013233587,NA,0.01343461,0.000687906,0.001803261,0.012695479,0.002523453,0.001012516,0.007673457,0.002590289,0.004865598,0.010798687,0.008600038,0.00032091,0.000570169,0.00429097,0.003928352,0.001809434,NA,0.002090349,0.000551553,0.012056212,0.000148734,0.005373327,0.001713221,0.007011568,0.001901898,0.000960709,0.003893771,0.002528818,0.011474474,0.001069527,0.001386219,0.009258372,0.017467675,0.005373004,0.003340796,0.002906108,NA,0.001930759,0.005879763,0.009206016,0.003865008,0.005555282,0.009553766,8.85e-05,0.001193825,0.025706712,0.066434565,0.01635914,0.019069396,0.002073414,0.005405969,0.049486576,0.007396162,NA,0.002919424,0.004493285,0.002054766,0.001499529,0.00090845,0.002292083,0.029613088,0.004370797,0.003921889,NA,0.001643929,NA,0.000618873,0.131621623,0.012598199,0.004484559,0.001750969,NA,0.199665665,NA,0.000299857,0.00018412,0.002629168,NA,0.052311241,NA,0.002265711,0.014805574,NA,NA,0.00201873,0.002346928,NA,NA,0.000769059,0.000288336,0.002339333,9.03e-05,NA,0.000471919,NA,0.001068072,0.00082316,0.006195194,NA,NA,0.000356089,NA,NA,NA,NA,NA,NA,0.001065745,NA,NA,0.00077061,0.003618092,NA,NA,0.053578138,0.002844218,0.004410549,NA,0.003851757,0.001710603,NA,NA,0.000550971,NA,0.000604847,0.00152923,0.008783609,0.000576342,0.000426705,0.011671295,0.001356356,0.007071034,NA,NA,NA,0.001565718,0.002509879,0.005731743,0.006218787,0.000918953,0.004292586,0.000969435,NA,0.002066271,0.075519385,0.002872012,0.002278574,0.001654465,0.004046316,0.004055042,0.000256143,0.015044087,0.0004099,0.010159098,0.000832339,0.000293452,0.000569652,5.97e-05,0.001740207,NA,0.005017497,0.005740792,0.001420412,NA,0.001833576,NA,0.000149539,0.000401981,NA,0.010192386,0.010746331,0.007488594,NA,0.003899912,0.000400333,NA,NA,NA,NA,0.000504271,NA,NA,NA,NA,NA,NA,0.015714056,NA,0.007886761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000451655,NA,NA,NA,NA,NA,NA,0.000305212,NA,NA,0.000277955,0.003301044,NA,NA,NA,NA,NA,NA,0.000303561,NA,NA,NA,NA,0.000499972,NA,NA,0.006348386,NA,NA,NA,NA,NA,NA,0.00020887,NA,NA,0.001488217,NA,0.000917079,0.00296509,0.000564998,NA,NA,NA,NA,0.003789058,NA,NA,0.072429706,NA,0.002686857,NA,0.000372442,NA,NA,0.000164784,NA,NA,0.004446423,0.005697808,NA,0.000673427,0.015131025,0.023272135,NA,0.002002894,0.010604128,NA,NA,0.003038066,NA,0.000430551,0.001338678,NA,0.003728945,NA,0.004422507,NA,0.004953505,0.002003767,0.039829713,NA,NA,0.002347187,NA,NA,NA,NA,NA,0.002197744,NA,NA,NA,0.005744993,NA,NA,0.000369954,NA,0.0012148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001374584,NA,0.001650328,8.07e-05,NA,NA,0.00021024,NA,NA,NA,NA,NA,0.000152024,NA,0.004344296,0.004946395,0.006292151,NA,0.005330343,NA,NA,NA,NA,NA,NA,NA,NA,0.000846301,0.001496264,0.036549353,0.010367231,0.020001794,NA,NA,NA,NA,NA,NA,NA,0.000112925,NA,NA,NA,NA,NA,0.049735431,0.00113591,NA,0.000397457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000690847,0.000426544,NA,0.090683375,0.055653007,NA,NA,NA,NA,NA
1243,2,17.63028268,27.72606689,8.971805659,10.08956093,7.308025183,3.592726809,3.065100866,2.337599392,0.782969842,0.177647597,1.230775451,1.678121078,0.838140576,0.054486172,0.317766107,0.018470696,0.311326364,0.838411153,0.308891168,0.351128301,0.427377014,0.106883487,0.300882076,0.044699388,0.076873747,0.118220681,0.109467502,0.280209963,0.078570267,0.170488118,0.300584441,0.013300774,0.029966448,0.025165322,0.046474375,NA,0.171878886,0.057329941,0.119987551,0.082783158,0.03832729,0.172528272,0.06809351,0.045570647,0.047102115,0.098831104,0.011895124,0.084655553,0.050549271,0.029376589,0.01346312,NA,0.00522485,0.031982249,0.020102007,0.041644569,0.061964932,0.082163535,0.015409383,0.019757021,0.017460901,0.008964771,0.014666648,0.014361166,0.045348773,0.004216678,0.019817089,0.007025001,0.048192542,0.021796904,0.012815087,0.011238974,0.014288381,0.000564424,0.01121841,0.003851399,0.009162022,0.00174674,0.008565669,0.013209318,0.015995183,0.005518156,0.013421181,0.008885221,0.003005033,0.007621354,0.032342117,0.006468423,0.01096082,0.018601114,0.004171221,0.012232263,0.006658369,0.001119947,0.008490178,0.015875047,0.007349153,0.008105958,0.025891281,0.004144164,0.003221765,0.002245549,0.001133719,0.002275691,0.010182369,0.007297743,0.00973321,0.007997998,0.004012122,0.010109854,0.011308783,0.002431409,0.00467693,0.003011527,0.005802803,0.00368797,NA,0.000972293,0.006831268,0.002293144,0.006277937,0.000998079,NA,0.004077872,0.003351913,0.003653607,0.000359868,0.011610747,0.000854619,0.000177496,0.001079631,0.001077629,0.051461117,0.007706586,0.052332376,0.001100736,0.00089994,0.032756101,0.031516856,NA,0.004980248,0.004084366,0.001821744,NA,0.00019809,0.003746415,0.010814438,0.005902105,0.018898208,NA,0.000798826,0.003831106,0.00300368,0.10217544,0.014521619,0.011405379,0.000762758,0.000926511,0.069587098,NA,NA,NA,0.000947048,NA,0.040643432,0.046436495,0.012390551,0.004649602,0.004003463,0.000398073,0.003264787,0.001585908,0.002022431,0.002407868,0.006163753,NA,0.002805617,0.001188295,0.000342362,0.009638779,0.000223895,0.002070215,0.00701499,NA,0.001504275,0.002065371,0.002213648,0.004807349,0.003470967,0.008218518,0.000333378,0.002235132,0.011820715,0.000548406,0.002728773,NA,0.000532388,0.001183235,NA,NA,0.061707883,0.013969912,0.006257644,0.022847286,0.031541208,0.004027815,NA,0.004631473,0.001045322,NA,0.000662184,0.000427702,0.127999348,0.001962444,0.000798068,0.010375291,0.009453163,0.007871638,0.000819498,0.000722875,NA,0.000925672,0.025104442,0.002868662,0.079257534,0.002513069,0.003860869,0.006339629,0.005279777,0.000950998,0.080656419,0.014286487,0.033638183,0.007026084,0.011151036,0.001636155,NA,0.02304129,0.001063802,0.020294929,0.010708642,0.002297554,0.001079414,0.000300206,0.001864847,0.000828427,0.003000433,0.001508794,NA,NA,0.001961767,0.000170507,0.002131446,0.000462714,0.045048432,0.005337951,0.011467071,0.016986308,0.00246496,0.005737864,0.010336328,0.002257346,0.005746794,0.005286271,0.003673088,0.000376887,0.004969695,0.000253393,0.001541588,NA,0.004569511,0.000618946,0.010996807,0.011723578,0.004656908,NA,0.002078007,0.005993831,0.005915363,0.003159532,0.004236701,0.00312111,7.01e-05,0.00120039,0.007494994,0.000536257,0.006020888,0.006017912,0.002640376,0.001667379,0.000704584,0.000503139,0.000417582,0.001805103,NA,0.002145706,0.000898642,0.000916716,0.004146058,NA,0.109854427,9.49e-05,0.002673251,NA,0.002570999,NA,0.000930083,NA,0.00463472,0.003807295,NA,0.000644542,NA,0.000636966,0.000744548,0.002867579,0.003118946,NA,NA,0.003085935,0.002435332,0.001235565,0.000670572,NA,NA,NA,NA,0.000542508,0.000907057,NA,0.006752259,NA,NA,0.001566481,NA,NA,0.016711943,0.003717734,NA,0.024475891,0.002617539,NA,0.001983251,0.003208507,0.00391309,0.001010634,NA,0.000276016,0.001192218,0.026207857,0.013536176,0.000365658,NA,0.00272282,0.005385573,0.007209264,NA,0.007341036,0.019452622,0.004854429,0.001296255,NA,NA,0.00195687,NA,0.000719195,0.003515071,0.002091401,0.004659343,NA,0.00266286,0.00103228,0.000717896,NA,NA,0.002885708,NA,0.004809784,NA,0.009933979,0.002056848,0.002133557,NA,0.001845987,0.01350993,0.001718681,0.000666838,0.000490313,0.001986173,0.000631068,0.002950105,0.00273175,NA,0.001585557,NA,0.004305428,0.003112452,NA,NA,NA,NA,0.000634423,0.001398344,NA,NA,0.00196772,NA,0.000972401,NA,0.000923048,5.16e-05,0.001081227,5.55e-05,NA,0.294550565,0.004290817,NA,0.002464311,NA,0.0029428,0.007229017,0.00350073,0.003916608,NA,0.001688024,0.002249202,0.003508848,0.006310406,NA,0.025683478,0.003325126,0.023680393,0.000435684,0.000435684,NA,0.004445587,NA,0.000427702,0.000573354,NA,NA,0.000945425,NA,0.001422723,0.000789464,0.04972401,0.000836977,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000600979,0.001175442,NA,NA,NA,NA,0.000428351,NA,NA,0.03757779,0.054050543,NA,NA,NA,0.000344364,NA
1251,2,22.7999594,21.16490151,9.358169045,12.20414057,6.970605557,3.502175101,3.28517107,2.556572249,0.715516281,0.114537116,1.658445519,1.524349487,0.822850213,0.048953098,0.344351133,0.012397523,0.368699193,0.556215595,0.247169149,0.358108566,0.38754428,0.139401728,0.179817431,0.060755937,0.11547937,0.096844538,0.270917592,0.300249477,0.086734123,0.094684881,0.413345955,0.008210072,0.04652608,0.019982541,0.06662491,NA,0.176632456,0.070232991,0.080148726,0.076592559,0.034962049,0.132351693,0.110103588,0.055385347,0.039821278,0.064382189,0.025140021,0.071564607,0.047450164,0.030863372,0.021481582,NA,0.002823908,0.03215086,0.034037965,0.02899963,0.045960208,0.072187585,0.01236897,0.013082021,0.020687804,0.006560738,0.024739757,0.005774488,0.067818951,0.00870534,0.017481024,0.007606043,0.04366038,0.02053803,0.018474934,0.012081362,0.021172948,3.88e-05,0.010237606,0.004239625,0.007390597,0.00059767,0.007315061,0.020039128,0.017091144,0.009020723,0.013951335,0.004568506,0.004885446,0.010755197,0.036140516,0.008921046,0.011149491,0.017398739,0.003948902,0.008849144,0.00496851,0.000814388,0.011132618,0.019110891,0.001985042,0.003803281,0.018509717,0.004197574,0.004630285,0.00228228,0.003144482,0.002136867,0.002973163,0.005599535,0.008151149,0.009326761,0.006715444,0.008946225,0.00787003,0.002422165,0.005009782,0.002521893,0.001792749,0.00840034,0.000182265,0.001359779,0.005960862,0.004394851,0.0042674,0.000784693,NA,0.00303001,0.003028452,0.004756438,0.000785731,0.001741457,0.000289477,0.000904772,0.001915787,0.004992391,0.062450957,0.00829054,0.04847029,0.000789755,NA,0.05056765,0.040431277,0.000755257,0.002794835,0.00374332,0.000938542,NA,0.001174989,0.004476617,0.019185389,0.006990593,0.043008849,0.001809933,0.000423833,NA,0.000349646,0.159552473,0.006622776,0.018953848,0.001062515,0.00237731,0.058030408,0.000525742,NA,NA,0.000781318,NA,0.039621406,0.048563737,0.013440233,0.003358631,0.002742401,0.000346609,0.00884577,0.001984834,0.003440916,0.004259093,0.002796133,0.000150688,0.001937618,0.001795189,9.78e-05,0.013018944,0.000215831,NA,0.006956848,0.001199389,0.000557591,0.001002657,0.002831955,0.003045844,0.003852081,0.005867156,NA,0.001075364,0.006007326,NA,0.002502062,NA,0.001003799,NA,NA,NA,0.119027749,0.014127845,0.015939154,0.026141718,0.033495455,0.005488177,NA,0.003266222,0.000534022,0.000498253,NA,0.001028173,0.126825358,0.002528902,0.000946849,0.014440113,0.007079886,0.010953512,0.001487879,0.002114206,NA,0.000821526,0.022254854,0.001292809,0.08954012,0.001256806,NA,0.008006307,0.001239856,NA,0.11897843,0.007894949,0.011543005,0.007709094,0.019997077,0.003909707,0.000325039,0.006422644,0.000726289,0.02308004,0.007890017,0.004382391,0.001163957,NA,0.002449602,0.001124683,0.001471007,0.002723712,0.000949964,NA,0.001710516,NA,0.003419371,0.000952222,0.02807295,0.002972384,0.014765619,0.006423942,0.001322946,0.016719953,0.006102849,0.001165903,0.002920469,0.004894012,0.003301784,0.000339004,0.002028339,0.000273565,0.00293838,0.001267605,0.001809725,0.001062074,0.00732129,0.008692361,0.003258175,0.001384309,0.000445715,0.004302183,0.003472324,0.003399124,0.004864161,0.002387641,NA,0.000239107,0.006300904,NA,0.003511001,0.009386463,0.00321275,0.002097334,0.001080815,0.000914013,NA,0.002051908,NA,0.004881033,0.000400783,0.001003488,0.00304792,0.000241606,0.002818197,9e-05,NA,NA,0.002355143,NA,0.00115321,NA,0.003126571,NA,NA,0.000651272,0.000484599,0.001782262,0.001791244,0.001122165,0.001813489,NA,NA,0.00178221,0.002081344,0.000545443,0.000443508,NA,NA,NA,0.003312426,0.000922553,0.000394786,0.000532516,0.00362703,NA,NA,0.001067525,NA,0.000139095,0.01053404,0.002373183,0.00029485,0.011586614,0.004611855,NA,0.002220294,0.001722976,0.002065821,0.000676372,NA,0.000390374,0.000937556,0.001364789,0.001456081,NA,NA,0.009946105,0.005448462,0.00479148,NA,0.009724688,0.015900996,0.003556945,NA,NA,NA,0.000600317,NA,0.002840001,NA,0.002849346,0.004631582,NA,0.002220502,0.002437428,0.001165177,NA,NA,0.005826143,0.000779605,0.002885427,NA,0.003520605,0.001870985,0.001853048,NA,0.002667384,0.002594937,NA,0.001298286,0.000687249,NA,0.001237001,0.00150701,NA,NA,0.001715059,NA,0.01083878,0.002493911,NA,NA,NA,NA,NA,NA,NA,NA,0.001278818,NA,0.001385555,NA,0.000209492,NA,0.000181993,NA,3.3e-05,0.486104604,NA,0.002390055,0.001706181,NA,0.002211494,0.008218638,0.002222838,0.002719818,NA,0.004078949,0.000662355,0.000428453,0.002195245,NA,0.048919354,0.003233775,0.03622358,0.000748898,0.000748898,NA,0.005584739,NA,NA,NA,0.000133587,NA,0.000628118,NA,0.001045695,NA,0.053529391,NA,NA,NA,NA,NA,NA,NA,NA,0.000151737,NA,NA,0.000865187,NA,NA,NA,NA,NA,0.00033389,0.000197134,0.033173583,0.048156206,NA,NA,NA,NA,NA
